TABLE_NAME,COLUMN_NAME,DATABASE_NAME
payment,rental id,sakila_1
payment,amount,sakila_1
payment,payment date,sakila_1
payment,last update,sakila_1
rental,rental id,sakila_1
rental,rental date,sakila_1
rental,inventory id,sakila_1
rental,customer id,sakila_1
rental,return date,sakila_1
rental,staff id,sakila_1
rental,last update,sakila_1
staff,staff id,sakila_1
staff,first name,sakila_1
staff,last name,sakila_1
staff,address id,sakila_1
staff,picture,sakila_1
staff,email,sakila_1
staff,store id,sakila_1
staff,active,sakila_1
staff,username,sakila_1
staff,password,sakila_1
staff,last update,sakila_1
store,store id,sakila_1
store,manager staff id,sakila_1
store,address id,sakila_1
store,last update,sakila_1
reference feature types,feature type code,real_estate_properties
reference feature types,feature type name,real_estate_properties
reference property types,property type code,real_estate_properties
reference property types,property type description,real_estate_properties
other available features,feature id,real_estate_properties
other available features,feature type code,real_estate_properties
other available features,feature name,real_estate_properties
other available features,feature description,real_estate_properties
properties,property id,real_estate_properties
properties,property type code,real_estate_properties
properties,date on market,real_estate_properties
properties,date sold,real_estate_properties
properties,property name,real_estate_properties
properties,property address,real_estate_properties
properties,room count,real_estate_properties
properties,vendor requested price,real_estate_properties
properties,buyer offered price,real_estate_properties
properties,agreed selling price,real_estate_properties
properties,apt feature 1,real_estate_properties
properties,apt feature 2,real_estate_properties
properties,apt feature 3,real_estate_properties
properties,fld feature 1,real_estate_properties
properties,fld feature 2,real_estate_properties
properties,fld feature 3,real_estate_properties
properties,hse feature 1,real_estate_properties
properties,hse feature 2,real_estate_properties
properties,hse feature 3,real_estate_properties
properties,oth feature 1,real_estate_properties
properties,oth feature 2,real_estate_properties
properties,oth feature 3,real_estate_properties
properties,shp feature 1,real_estate_properties
properties,shp feature 2,real_estate_properties
properties,shp feature 3,real_estate_properties
properties,other property details,real_estate_properties
other property features,property id,real_estate_properties
other property features,feature id,real_estate_properties
other property features,property feature description,real_estate_properties
student,student id,college_3
student,last name,college_3
student,first name,college_3
student,age,college_3
student,sex,college_3
student,major,college_3
student,advisor,college_3
student,city code,college_3
faculty,faculty id,college_3
faculty,last name,college_3
faculty,first name,college_3
faculty,rank,college_3
faculty,sex,college_3
faculty,phone,college_3
faculty,room,college_3
faculty,building,college_3
department,department number,college_3
department,division,college_3
department,department name,college_3
department,room,college_3
department,building,college_3
department,department phone,college_3
member of,faculty id,college_3
member of,department number,college_3
member of,appt type,college_3
course,course id,college_3
course,course name,college_3
course,credits,college_3
course,instructor,college_3
course,days,college_3
course,hours,college_3
course,department number,college_3
minor in,student id,college_3
minor in,department number,college_3
enrolled in,student id,college_3
enrolled in,course id,college_3
enrolled in,grade,college_3
grade conversion,letter grade,college_3
grade conversion,grade point,college_3
course,course id,course_teach
course,staring date,course_teach
course,course,course_teach
teacher,teacher id,course_teach
teacher,name,course_teach
teacher,age,course_teach
teacher,hometown,course_teach
course arrange,course id,course_teach
course arrange,teacher id,course_teach
course arrange,grade,course_teach
roller coaster,roller coaster id,roller_coaster
roller coaster,name,roller_coaster
roller coaster,park,roller_coaster
roller coaster,country id,roller_coaster
roller coaster,length,roller_coaster
roller coaster,height,roller_coaster
roller coaster,speed,roller_coaster
roller coaster,opened,roller_coaster
roller coaster,status,roller_coaster
country,country id,roller_coaster
country,name,roller_coaster
country,population,roller_coaster
country,area,roller_coaster
country,languages,roller_coaster
products,product id,customer_deliveries
products,product name,customer_deliveries
products,product price,customer_deliveries
products,product description,customer_deliveries
addresses,address id,customer_deliveries
addresses,address details,customer_deliveries
addresses,city,customer_deliveries
addresses,zip postcode,customer_deliveries
addresses,state province county,customer_deliveries
addresses,country,customer_deliveries
customers,customer id,customer_deliveries
customers,payment method,customer_deliveries
customers,customer name,customer_deliveries
customers,customer phone,customer_deliveries
customers,customer email,customer_deliveries
customers,date became customer,customer_deliveries
regular orders,regular order id,customer_deliveries
regular orders,distributer id,customer_deliveries
regular order products,regular order id,customer_deliveries
regular order products,product id,customer_deliveries
actual orders,actual order id,customer_deliveries
actual orders,order status code,customer_deliveries
actual orders,regular order id,customer_deliveries
actual orders,actual order date,customer_deliveries
actual order products,actual order id,customer_deliveries
actual order products,product id,customer_deliveries
customer addresses,customer id,customer_deliveries
customer addresses,address id,customer_deliveries
customer addresses,date from,customer_deliveries
customer addresses,address type,customer_deliveries
customer addresses,date to,customer_deliveries
delivery routes,route id,customer_deliveries
delivery routes,route name,customer_deliveries
delivery routes,other route details,customer_deliveries
delivery route locations,location code,customer_deliveries
delivery route locations,route id,customer_deliveries
delivery route locations,location address id,customer_deliveries
delivery route locations,location name,customer_deliveries
trucks,truck id,customer_deliveries
trucks,truck licence number,customer_deliveries
trucks,truck details,customer_deliveries
employees,employee id,customer_deliveries
employees,employee address id,customer_deliveries
employees,employee name,customer_deliveries
employees,employee phone,customer_deliveries
order deliveries,location code,customer_deliveries
order deliveries,actual order id,customer_deliveries
order deliveries,delivery status code,customer_deliveries
order deliveries,driver employee id,customer_deliveries
order deliveries,truck id,customer_deliveries
order deliveries,delivery date,customer_deliveries
stadium,id,game_injury
stadium,name,game_injury
stadium,home games,game_injury
stadium,average attendance,game_injury
stadium,total attendance,game_injury
stadium,capacity percentage,game_injury
game,stadium id,game_injury
game,id,game_injury
game,season,game_injury
game,date,game_injury
game,home team,game_injury
game,away team,game_injury
game,score,game_injury
game,competition,game_injury
injury accident,game id,game_injury
injury accident,id,game_injury
injury accident,player,game_injury
injury accident,injury,game_injury
injury accident,number of matches,game_injury
injury accident,source,game_injury
school,school id,school_finance
school,school name,school_finance
school,location,school_finance
school,mascot,school_finance
school,enrollment,school_finance
school,ihsaa class,school_finance
school,ihsaa football class,school_finance
school,county,school_finance
budget,school id,school_finance
budget,year,school_finance
budget,budgeted,school_finance
budget,total budget percent budgeted,school_finance
budget,invested,school_finance
budget,total budget percent invested,school_finance
budget,budget invested percent,school_finance
endowment,endowment id,school_finance
endowment,school id,school_finance
endowment,donator name,school_finance
endowment,amount,school_finance
venue,venue id,scholar
venue,venue name,scholar
author,author id,scholar
author,author name,scholar
dataset,dataset id,scholar
dataset,dataset name,scholar
journal,journal id,scholar
journal,journal name,scholar
key phrase,key phrase id,scholar
key phrase,key phrase name,scholar
paper,paper id,scholar
paper,title,scholar
paper,venue id,scholar
paper,year,scholar
paper,number citing,scholar
paper,number cited by,scholar
paper,journal id,scholar
cite,citing paper id,scholar
cite,cited paper id,scholar
paper dataset,paper id,scholar
paper dataset,dataset id,scholar
paper key phrase,paper id,scholar
paper key phrase,key phrase id,scholar
writes,paper id,scholar
writes,author id,scholar
area code state,area code,voter_1
area code state,state,voter_1
contestants,contestant number,voter_1
contestants,contestant name,voter_1
votes,vote id,voter_1
votes,phone number,voter_1
votes,state,voter_1
votes,contestant number,voter_1
votes,created,voter_1
country,country id,match_season
country,country name,match_season
country,capital,match_season
country,official native language,match_season
team,team id,match_season
team,name,match_season
match season,season,match_season
match season,player,match_season
match season,position,match_season
match season,country,match_season
match season,team,match_season
match season,draft pick number,match_season
match season,draft class,match_season
match season,college,match_season
player,player id,match_season
player,player,match_season
player,years played,match_season
player,total wl,match_season
player,singles wl,match_season
player,doubles wl,match_season
player,team,match_season
accounts,customer id,small_bank_1
accounts,name,small_bank_1
savings,customer id,small_bank_1
savings,balance,small_bank_1
checking,customer id,small_bank_1
checking,balance,small_bank_1
players,player id,wta_1
players,first name,wta_1
players,last name,wta_1
players,hand,wta_1
players,birth date,wta_1
players,country code,wta_1
matches,best of,wta_1
matches,draw size,wta_1
matches,loser age,wta_1
matches,loser entry,wta_1
matches,loser hand,wta_1
matches,loser ht,wta_1
matches,loser id,wta_1
matches,loser ioc,wta_1
matches,loser name,wta_1
matches,loser rank,wta_1
matches,loser rank points,wta_1
matches,loser seed,wta_1
matches,match num,wta_1
matches,minutes,wta_1
matches,round,wta_1
matches,score,wta_1
matches,surface,wta_1
matches,tourney date,wta_1
matches,tourney id,wta_1
matches,tourney level,wta_1
matches,tourney name,wta_1
matches,winner age,wta_1
matches,winner entry,wta_1
matches,winner hand,wta_1
matches,winner ht,wta_1
matches,winner id,wta_1
matches,winner ioc,wta_1
matches,winner name,wta_1
matches,winner rank,wta_1
matches,winner rank points,wta_1
matches,winner seed,wta_1
matches,year,wta_1
rankings,ranking date,wta_1
rankings,ranking,wta_1
rankings,player id,wta_1
rankings,ranking points,wta_1
rankings,tours,wta_1
business,bid,yelp
business,business id,yelp
business,name,yelp
business,full address,yelp
business,city,yelp
business,latitude,yelp
business,longitude,yelp
business,review count,yelp
business,is open,yelp
business,rating,yelp
business,state,yelp
category,id,yelp
category,business id,yelp
category,category name,yelp
user,uid,yelp
user,user id,yelp
user,name,yelp
checkin,cid,yelp
checkin,business id,yelp
checkin,count,yelp
checkin,day,yelp
neighbourhood,id,yelp
neighbourhood,business id,yelp
neighbourhood,neighbourhood name,yelp
review,rid,yelp
review,business id,yelp
review,user id,yelp
review,rating,yelp
review,text,yelp
review,year,yelp
review,month,yelp
tip,tip id,yelp
tip,business id,yelp
tip,text,yelp
tip,user id,yelp
tip,likes,yelp
tip,year,yelp
tip,month,yelp
list,last name,student_1
list,first name,student_1
list,grade,student_1
list,class room,student_1
teachers,last name,student_1
teachers,first name,student_1
teachers,class room,student_1
manufacturer,manufacturer id,manufacturer
manufacturer,open year,manufacturer
manufacturer,name,manufacturer
manufacturer,num of factories,manufacturer
manufacturer,num of shops,manufacturer
furniture,furniture id,manufacturer
furniture,name,manufacturer
furniture,num of component,manufacturer
furniture,market rate,manufacturer
furniture manufacte,manufacturer id,manufacturer
furniture manufacte,furniture id,manufacturer
furniture manufacte,price in dollar,manufacturer
sqlite sequence,name,store_1
sqlite sequence,seq,store_1
artists,id,store_1
artists,name,store_1
albums,id,store_1
albums,title,store_1
albums,artist id,store_1
employees,id,store_1
employees,last name,store_1
employees,first name,store_1
employees,title,store_1
employees,reports to,store_1
employees,birth date,store_1
employees,hire date,store_1
employees,address,store_1
employees,city,store_1
employees,state,store_1
employees,country,store_1
employees,postal code,store_1
employees,phone,store_1
employees,fax,store_1
employees,email,store_1
customers,id,store_1
customers,first name,store_1
customers,last name,store_1
customers,company,store_1
customers,address,store_1
customers,city,store_1
customers,state,store_1
customers,country,store_1
customers,postal code,store_1
customers,phone,store_1
customers,fax,store_1
customers,email,store_1
customers,support rep id,store_1
genres,id,store_1
genres,name,store_1
invoices,id,store_1
invoices,customer id,store_1
invoices,invoice date,store_1
invoices,billing address,store_1
invoices,billing city,store_1
invoices,billing state,store_1
invoices,billing country,store_1
invoices,billing postal code,store_1
invoices,total,store_1
media types,id,store_1
media types,name,store_1
tracks,id,store_1
tracks,name,store_1
tracks,album id,store_1
tracks,media type id,store_1
tracks,genre id,store_1
tracks,composer,store_1
tracks,milliseconds,store_1
tracks,bytes,store_1
tracks,unit price,store_1
invoice lines,id,store_1
invoice lines,invoice id,store_1
invoice lines,track id,store_1
invoice lines,unit price,store_1
invoice lines,quantity,store_1
playlists,id,store_1
playlists,name,store_1
playlist tracks,playlist id,store_1
playlist tracks,track id,store_1
station,station id,train_station
station,name,train_station
station,annual entry exit,train_station
station,annual interchanges,train_station
station,total passengers,train_station
station,location,train_station
station,main services,train_station
station,number of platforms,train_station
train,train id,train_station
train,name,train_station
train,time,train_station
train,service,train_station
train station,train id,train_station
train station,station id,train_station
roles,role code,document_management
roles,role description,document_management
users,user id,document_management
users,role code,document_management
users,user name,document_management
users,user login,document_management
users,password,document_management
document structures,document structure code,document_management
document structures,parent document structure code,document_management
document structures,document structure description,document_management
functional areas,functional area code,document_management
functional areas,parent functional area code,document_management
functional areas,functional area description,document_management
images,image id,document_management
images,image alt text,document_management
images,image name,document_management
images,image url,document_management
documents,document code,document_management
documents,document structure code,document_management
documents,document type code,document_management
documents,access count,document_management
documents,document name,document_management
document functional areas,document code,document_management
document functional areas,functional area code,document_management
document sections,section id,document_management
document sections,document code,document_management
document sections,section sequence,document_management
document sections,section code,document_management
document sections,section title,document_management
document sections images,section id,document_management
document sections images,image id,document_management
circuits,circuit id,formula_1
circuits,circuit reference,formula_1
circuits,name,formula_1
circuits,location,formula_1
circuits,country,formula_1
circuits,latitude,formula_1
circuits,longitude,formula_1
circuits,altitude,formula_1
circuits,url,formula_1
races,race id,formula_1
races,year,formula_1
races,round,formula_1
races,circuit id,formula_1
races,name,formula_1
races,date,formula_1
races,time,formula_1
races,url,formula_1
drivers,driver id,formula_1
drivers,driver reference,formula_1
drivers,number,formula_1
drivers,code,formula_1
drivers,forename,formula_1
drivers,surname,formula_1
drivers,dob,formula_1
drivers,nationality,formula_1
drivers,url,formula_1
status,status id,formula_1
status,status,formula_1
seasons,year,formula_1
seasons,url,formula_1
constructors,constructor id,formula_1
constructors,constructor reference,formula_1
constructors,name,formula_1
constructors,nationality,formula_1
constructors,url,formula_1
constructor standings,constructor standings id,formula_1
constructor standings,race id,formula_1
constructor standings,constructor id,formula_1
constructor standings,points,formula_1
constructor standings,position,formula_1
constructor standings,position text,formula_1
constructor standings,wins,formula_1
results,result id,formula_1
results,race id,formula_1
results,driver id,formula_1
results,constructor id,formula_1
results,number,formula_1
results,grid,formula_1
results,position,formula_1
results,position text,formula_1
results,position order,formula_1
results,points,formula_1
results,laps,formula_1
results,time,formula_1
results,milliseconds,formula_1
results,fastest lap,formula_1
results,rank,formula_1
results,fastest lap time,formula_1
results,fastest lap speed,formula_1
results,status id,formula_1
driver standings,driver standings id,formula_1
driver standings,race id,formula_1
driver standings,driver id,formula_1
driver standings,points,formula_1
driver standings,position,formula_1
driver standings,position text,formula_1
driver standings,wins,formula_1
constructor results,constructor results id,formula_1
constructor results,race id,formula_1
constructor results,constructor id,formula_1
constructor results,points,formula_1
constructor results,status,formula_1
qualifying,qualify id,formula_1
qualifying,race id,formula_1
qualifying,driver id,formula_1
qualifying,constructor id,formula_1
qualifying,number,formula_1
qualifying,position,formula_1
qualifying,q1,formula_1
qualifying,q2,formula_1
qualifying,q3,formula_1
pit stops,race id,formula_1
pit stops,driver id,formula_1
pit stops,stop,formula_1
pit stops,lap,formula_1
pit stops,time,formula_1
pit stops,duration,formula_1
pit stops,milliseconds,formula_1
lap times,race id,formula_1
lap times,driver id,formula_1
lap times,lap,formula_1
lap times,position,formula_1
lap times,time,formula_1
lap times,milliseconds,formula_1
student,student id,game_1
student,last name,game_1
student,first name,game_1
student,age,game_1
student,sex,game_1
student,major,game_1
student,advisor,game_1
student,city code,game_1
video games,game id,game_1
video games,game name,game_1
video games,game type,game_1
plays games,student id,game_1
plays games,game id,game_1
plays games,hours played,game_1
sports info,student id,game_1
sports info,sport name,game_1
sports info,hours per week,game_1
sports info,games played,game_1
sports info,on scholarship,game_1
bank,branch id,loan_1
bank,bname,loan_1
bank,no of customers,loan_1
bank,city,loan_1
bank,state,loan_1
customer,customer id,loan_1
customer,customer name,loan_1
customer,account type,loan_1
customer,account balance,loan_1
customer,number of loans,loan_1
customer,credit score,loan_1
customer,branch id,loan_1
customer,state,loan_1
loan,loan id,loan_1
loan,loan type,loan_1
loan,customer id,loan_1
loan,branch id,loan_1
loan,amount,loan_1
station,id,bike_1
station,name,bike_1
station,latitude,bike_1
station,longitude,bike_1
station,dock count,bike_1
station,city,bike_1
station,installation date,bike_1
status,station id,bike_1
status,bikes available,bike_1
status,docks available,bike_1
status,time,bike_1
trip,id,bike_1
trip,duration,bike_1
trip,start date,bike_1
trip,start station name,bike_1
trip,start station id,bike_1
trip,end date,bike_1
trip,end station name,bike_1
trip,end station id,bike_1
trip,bike id,bike_1
trip,subscription type,bike_1
trip,zip code,bike_1
weather,date,bike_1
weather,max temperature f,bike_1
weather,mean temperature f,bike_1
weather,min temperature f,bike_1
weather,max dew point f,bike_1
weather,mean dew point f,bike_1
weather,min dew point f,bike_1
weather,max humidity,bike_1
weather,mean humidity,bike_1
weather,min humidity,bike_1
weather,max sea level pressure inches,bike_1
weather,mean sea level pressure inches,bike_1
weather,min sea level pressure inches,bike_1
weather,max visibility miles,bike_1
weather,mean visibility miles,bike_1
weather,min visibility miles,bike_1
weather,max wind speed mph,bike_1
weather,mean wind speed mph,bike_1
weather,max gust speed mph,bike_1
weather,precipitation inches,bike_1
weather,cloud cover,bike_1
weather,events,bike_1
weather,wind dir degrees,bike_1
weather,zip code,bike_1
entrepreneur,entrepreneur id,entrepreneur
entrepreneur,people id,entrepreneur
entrepreneur,company,entrepreneur
entrepreneur,money requested,entrepreneur
entrepreneur,investor,entrepreneur
people,people id,entrepreneur
people,name,entrepreneur
people,height,entrepreneur
people,weight,entrepreneur
people,date of birth,entrepreneur
conductor,conductor id,orchestra
conductor,name,orchestra
conductor,age,orchestra
conductor,nationality,orchestra
conductor,year of work,orchestra
orchestra,orchestra id,orchestra
orchestra,orchestra,orchestra
orchestra,conductor id,orchestra
orchestra,record company,orchestra
orchestra,year of founded,orchestra
orchestra,major record format,orchestra
performance,performance id,orchestra
performance,orchestra id,orchestra
performance,type,orchestra
performance,date,orchestra
performance,official ratings (millions),orchestra
performance,weekly rank,orchestra
performance,share,orchestra
show,show id,orchestra
show,performance id,orchestra
show,if first show,orchestra
show,result,orchestra
show,attendance,orchestra
reference payment methods,payment method code,cre_Drama_Workshop_Groups
reference payment methods,payment method description,cre_Drama_Workshop_Groups
reference service types,service type code,cre_Drama_Workshop_Groups
reference service types,parent service type code,cre_Drama_Workshop_Groups
reference service types,service type description,cre_Drama_Workshop_Groups
addresses,address id,cre_Drama_Workshop_Groups
addresses,line 1,cre_Drama_Workshop_Groups
addresses,line 2,cre_Drama_Workshop_Groups
addresses,city town,cre_Drama_Workshop_Groups
addresses,state county,cre_Drama_Workshop_Groups
addresses,other details,cre_Drama_Workshop_Groups
products,product id,cre_Drama_Workshop_Groups
products,product name,cre_Drama_Workshop_Groups
products,product price,cre_Drama_Workshop_Groups
products,product description,cre_Drama_Workshop_Groups
products,other product service details,cre_Drama_Workshop_Groups
marketing regions,marketing region code,cre_Drama_Workshop_Groups
marketing regions,marketing region name,cre_Drama_Workshop_Groups
marketing regions,marketing region descriptrion,cre_Drama_Workshop_Groups
marketing regions,other details,cre_Drama_Workshop_Groups
clients,client id,cre_Drama_Workshop_Groups
clients,address id,cre_Drama_Workshop_Groups
clients,customer email address,cre_Drama_Workshop_Groups
clients,customer name,cre_Drama_Workshop_Groups
clients,customer phone,cre_Drama_Workshop_Groups
clients,other details,cre_Drama_Workshop_Groups
drama workshop groups,workshop group id,cre_Drama_Workshop_Groups
drama workshop groups,address id,cre_Drama_Workshop_Groups
drama workshop groups,currency code,cre_Drama_Workshop_Groups
drama workshop groups,marketing region code,cre_Drama_Workshop_Groups
drama workshop groups,store name,cre_Drama_Workshop_Groups
drama workshop groups,store phone,cre_Drama_Workshop_Groups
drama workshop groups,store email address,cre_Drama_Workshop_Groups
drama workshop groups,other details,cre_Drama_Workshop_Groups
performers,performer id,cre_Drama_Workshop_Groups
performers,address id,cre_Drama_Workshop_Groups
performers,customer name,cre_Drama_Workshop_Groups
performers,customer phone,cre_Drama_Workshop_Groups
performers,customer email address,cre_Drama_Workshop_Groups
performers,other details,cre_Drama_Workshop_Groups
customers,customer id,cre_Drama_Workshop_Groups
customers,address id,cre_Drama_Workshop_Groups
customers,customer name,cre_Drama_Workshop_Groups
customers,customer phone,cre_Drama_Workshop_Groups
customers,customer email address,cre_Drama_Workshop_Groups
customers,other details,cre_Drama_Workshop_Groups
stores,store id,cre_Drama_Workshop_Groups
stores,address id,cre_Drama_Workshop_Groups
stores,marketing region code,cre_Drama_Workshop_Groups
stores,store name,cre_Drama_Workshop_Groups
stores,store phone,cre_Drama_Workshop_Groups
stores,store email address,cre_Drama_Workshop_Groups
stores,other details,cre_Drama_Workshop_Groups
bookings,booking id,cre_Drama_Workshop_Groups
bookings,customer id,cre_Drama_Workshop_Groups
bookings,workshop group id,cre_Drama_Workshop_Groups
bookings,status code,cre_Drama_Workshop_Groups
bookings,store id,cre_Drama_Workshop_Groups
bookings,order date,cre_Drama_Workshop_Groups
bookings,planned delivery date,cre_Drama_Workshop_Groups
bookings,actual delivery date,cre_Drama_Workshop_Groups
bookings,other order details,cre_Drama_Workshop_Groups
performers in bookings,order id,cre_Drama_Workshop_Groups
performers in bookings,performer id,cre_Drama_Workshop_Groups
customer orders,order id,cre_Drama_Workshop_Groups
customer orders,customer id,cre_Drama_Workshop_Groups
customer orders,store id,cre_Drama_Workshop_Groups
customer orders,order date,cre_Drama_Workshop_Groups
customer orders,planned delivery date,cre_Drama_Workshop_Groups
customer orders,actual delivery date,cre_Drama_Workshop_Groups
customer orders,other order details,cre_Drama_Workshop_Groups
order items,order item id,cre_Drama_Workshop_Groups
order items,order id,cre_Drama_Workshop_Groups
order items,product id,cre_Drama_Workshop_Groups
order items,order quantity,cre_Drama_Workshop_Groups
order items,other item details,cre_Drama_Workshop_Groups
invoices,invoice id,cre_Drama_Workshop_Groups
invoices,order id,cre_Drama_Workshop_Groups
invoices,payment method code,cre_Drama_Workshop_Groups
invoices,product id,cre_Drama_Workshop_Groups
invoices,order quantity,cre_Drama_Workshop_Groups
invoices,other item details,cre_Drama_Workshop_Groups
invoices,order item id,cre_Drama_Workshop_Groups
services,service id,cre_Drama_Workshop_Groups
services,service type code,cre_Drama_Workshop_Groups
services,workshop group id,cre_Drama_Workshop_Groups
services,product description,cre_Drama_Workshop_Groups
services,product name,cre_Drama_Workshop_Groups
services,product price,cre_Drama_Workshop_Groups
services,other product service details,cre_Drama_Workshop_Groups
bookings services,order id,cre_Drama_Workshop_Groups
bookings services,product id,cre_Drama_Workshop_Groups
invoice items,invoice item id,cre_Drama_Workshop_Groups
invoice items,invoice id,cre_Drama_Workshop_Groups
invoice items,order id,cre_Drama_Workshop_Groups
invoice items,order item id,cre_Drama_Workshop_Groups
invoice items,product id,cre_Drama_Workshop_Groups
invoice items,order quantity,cre_Drama_Workshop_Groups
invoice items,other item details,cre_Drama_Workshop_Groups
continents,cont id,car_1
continents,continent,car_1
countries,country id,car_1
countries,country name,car_1
countries,continent,car_1
car makers,id,car_1
car makers,maker,car_1
car makers,full name,car_1
car makers,country,car_1
model list,model id,car_1
model list,maker,car_1
model list,model,car_1
car names,make id,car_1
car names,model,car_1
car names,make,car_1
cars data,id,car_1
cars data,mpg,car_1
cars data,cylinders,car_1
cars data,edispl,car_1
cars data,horsepower,car_1
cars data,weight,car_1
cars data,accelerate,car_1
cars data,year,car_1
state,state name,geo
state,population,geo
state,area,geo
state,country name,geo
state,capital,geo
state,density,geo
city,city name,geo
city,population,geo
city,country name,geo
city,state name,geo
border info,state name,geo
border info,border,geo
highlow,state name,geo
highlow,highest elevation,geo
highlow,lowest point,geo
highlow,highest point,geo
highlow,lowest elevation,geo
lake,lake name,geo
lake,area,geo
lake,country name,geo
lake,state name,geo
mountain,mountain name,geo
mountain,mountain altitude,geo
mountain,country name,geo
mountain,state name,geo
river,river name,geo
river,length,geo
river,country name,geo
river,traverse,geo
reference address types,address type code,behavior_monitoring
reference address types,address type description,behavior_monitoring
reference detention type,detention type code,behavior_monitoring
reference detention type,detention type description,behavior_monitoring
reference incident type,incident type code,behavior_monitoring
reference incident type,incident type description,behavior_monitoring
addresses,address id,behavior_monitoring
addresses,line 1,behavior_monitoring
addresses,line 2,behavior_monitoring
addresses,line 3,behavior_monitoring
addresses,city,behavior_monitoring
addresses,zip postcode,behavior_monitoring
addresses,state province county,behavior_monitoring
addresses,country,behavior_monitoring
addresses,other address details,behavior_monitoring
students,student id,behavior_monitoring
students,address id,behavior_monitoring
students,first name,behavior_monitoring
students,middle name,behavior_monitoring
students,last name,behavior_monitoring
students,cell mobile number,behavior_monitoring
students,email address,behavior_monitoring
students,date first rental,behavior_monitoring
students,date left university,behavior_monitoring
students,other student details,behavior_monitoring
teachers,teacher id,behavior_monitoring
teachers,address id,behavior_monitoring
teachers,first name,behavior_monitoring
teachers,middle name,behavior_monitoring
teachers,last name,behavior_monitoring
teachers,gender,behavior_monitoring
teachers,cell mobile number,behavior_monitoring
teachers,email address,behavior_monitoring
teachers,other details,behavior_monitoring
assessment notes,notes id,behavior_monitoring
assessment notes,student id,behavior_monitoring
assessment notes,teacher id,behavior_monitoring
assessment notes,date of notes,behavior_monitoring
assessment notes,text of notes,behavior_monitoring
assessment notes,other details,behavior_monitoring
behavior incident,incident id,behavior_monitoring
behavior incident,incident type code,behavior_monitoring
behavior incident,student id,behavior_monitoring
behavior incident,date incident start,behavior_monitoring
behavior incident,date incident end,behavior_monitoring
behavior incident,incident summary,behavior_monitoring
behavior incident,recommendations,behavior_monitoring
behavior incident,other details,behavior_monitoring
detention,detention id,behavior_monitoring
detention,detention type code,behavior_monitoring
detention,teacher id,behavior_monitoring
detention,datetime detention start,behavior_monitoring
detention,datetime detention end,behavior_monitoring
detention,detention summary,behavior_monitoring
detention,other details,behavior_monitoring
student addresses,student id,behavior_monitoring
student addresses,address id,behavior_monitoring
student addresses,date address from,behavior_monitoring
student addresses,date address to,behavior_monitoring
student addresses,monthly rental,behavior_monitoring
student addresses,other details,behavior_monitoring
students in detention,student id,behavior_monitoring
students in detention,detention id,behavior_monitoring
students in detention,incident id,behavior_monitoring
reference document types,document type code,cre_Doc_Tracking_DB
reference document types,document type name,cre_Doc_Tracking_DB
reference document types,document type description,cre_Doc_Tracking_DB
reference calendar,calendar date,cre_Doc_Tracking_DB
reference calendar,day number,cre_Doc_Tracking_DB
reference locations,location code,cre_Doc_Tracking_DB
reference locations,location name,cre_Doc_Tracking_DB
reference locations,location description,cre_Doc_Tracking_DB
roles,role code,cre_Doc_Tracking_DB
roles,role name,cre_Doc_Tracking_DB
roles,role description,cre_Doc_Tracking_DB
all documents,document id,cre_Doc_Tracking_DB
all documents,date stored,cre_Doc_Tracking_DB
all documents,document type code,cre_Doc_Tracking_DB
all documents,document name,cre_Doc_Tracking_DB
all documents,document description,cre_Doc_Tracking_DB
all documents,other details,cre_Doc_Tracking_DB
employees,employee id,cre_Doc_Tracking_DB
employees,role code,cre_Doc_Tracking_DB
employees,employee name,cre_Doc_Tracking_DB
employees,gender mfu,cre_Doc_Tracking_DB
employees,date of birth,cre_Doc_Tracking_DB
employees,other details,cre_Doc_Tracking_DB
document locations,document id,cre_Doc_Tracking_DB
document locations,location code,cre_Doc_Tracking_DB
document locations,date in location from,cre_Doc_Tracking_DB
document locations,date in locaton to,cre_Doc_Tracking_DB
documents to be destroyed,document id,cre_Doc_Tracking_DB
documents to be destroyed,destruction authorised by employee id,cre_Doc_Tracking_DB
documents to be destroyed,destroyed by employee id,cre_Doc_Tracking_DB
documents to be destroyed,planned destruction date,cre_Doc_Tracking_DB
documents to be destroyed,actual destruction date,cre_Doc_Tracking_DB
documents to be destroyed,other details,cre_Doc_Tracking_DB
basketball match,team id,university_basketball
basketball match,school id,university_basketball
basketball match,team name,university_basketball
basketball match,acc regular season,university_basketball
basketball match,acc percent,university_basketball
basketball match,acc home,university_basketball
basketball match,acc road,university_basketball
basketball match,all games,university_basketball
basketball match,all games percent,university_basketball
basketball match,all home,university_basketball
basketball match,all road,university_basketball
basketball match,all neutral,university_basketball
university,school id,university_basketball
university,school,university_basketball
university,location,university_basketball
university,founded,university_basketball
university,affiliation,university_basketball
university,enrollment,university_basketball
university,nickname,university_basketball
university,primary conference,university_basketball
college,college name,soccer_2
college,state,soccer_2
college,enrollment,soccer_2
player,player id,soccer_2
player,player name,soccer_2
player,yes card,soccer_2
player,training hours,soccer_2
tryout,player id,soccer_2
tryout,college name,soccer_2
tryout,player position,soccer_2
tryout,decision,soccer_2
activity,activity id,activity_1
activity,activity name,activity_1
participates in,student id,activity_1
participates in,activity id,activity_1
faculty participates in,faculty id,activity_1
faculty participates in,activity id,activity_1
student,student id,activity_1
student,last name,activity_1
student,first name,activity_1
student,age,activity_1
student,sex,activity_1
