TABLE_NAME,TABLE_SCORE,COLUMN_NAME,COLUMN_SCORE,MODEL,DATABASE_NAME
clients,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
drama workshop groups,N1,workshop group id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
drama workshop groups,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
drama workshop groups,N1,currency code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
drama workshop groups,N1,marketing region code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
drama workshop groups,N1,store name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
drama workshop groups,N1,store phone,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
drama workshop groups,N1,store email address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
drama workshop groups,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
performers,N1,performer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
performers,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
performers,N1,customer name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
performers,N1,customer phone,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
performers,N1,customer email address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
performers,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customers,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customers,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customers,N1,customer name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customers,N1,customer phone,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customers,N1,customer email address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customers,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
stores,N1,store id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
stores,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
stores,N1,marketing region code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
stores,N1,store name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
stores,N1,store phone,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
stores,N1,store email address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
stores,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,booking id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,workshop group id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,status code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,store id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,order date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,planned delivery date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,actual delivery date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings,N1,other order details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
performers in bookings,N1,order id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
performers in bookings,N1,performer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customer orders,N1,order id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customer orders,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customer orders,N1,store id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customer orders,N1,order date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customer orders,N1,planned delivery date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customer orders,N1,actual delivery date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
customer orders,N1,other order details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
order items,N1,order item id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
order items,N1,order id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
order items,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
order items,N1,order quantity,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
order items,N1,other item details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoices,N1,invoice id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoices,N1,order id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoices,N1,payment method code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoices,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoices,N1,order quantity,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoices,N1,other item details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoices,N1,order item id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
services,N1,service id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
services,N1,service type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
services,N1,workshop group id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
services,N1,product description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
services,N1,product name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
services,N1,product price,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
services,N1,other product service details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings services,N1,order id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
bookings services,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoice items,N1,invoice item id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoice items,N1,invoice id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoice items,N1,order id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoice items,N1,order item id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoice items,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoice items,N1,order quantity,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
invoice items,N1,other item details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Drama_Workshop_Groups
continents,N1,cont id,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
continents,N1,continent,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
countries,N1,country id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
countries,N1,country name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
countries,N1,continent,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
car makers,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
car makers,N1,maker,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
car makers,N1,full name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
car makers,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
model list,N1,model id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
model list,N1,maker,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
model list,N1,model,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
car names,N1,make id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
car names,N1,model,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
car names,N1,make,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
cars data,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
cars data,N1,mpg,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
cars data,N1,cylinders,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
cars data,N1,edispl,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
cars data,N1,horsepower,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
cars data,N1,weight,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
cars data,N1,accelerate,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
cars data,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,car_1
state,N1,state name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
state,N1,population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
state,N1,area,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
state,N1,country name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
state,N1,capital,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
state,N1,density,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
city,N1,city name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
city,N1,population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
city,N1,country name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
city,N1,state name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
border info,N1,state name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
border info,N1,border,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
highlow,N1,state name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
highlow,N1,highest elevation,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
highlow,N1,lowest point,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
highlow,N1,highest point,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
highlow,N1,lowest elevation,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
lake,N1,lake name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
lake,N1,area,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
lake,N1,country name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
lake,N1,state name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
mountain,N1,mountain name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
mountain,N1,mountain altitude,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
mountain,N1,country name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
mountain,N1,state name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
river,N1,river name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
river,N1,length,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
river,N1,country name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
river,N1,traverse,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,geo
reference address types,N1,address type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
reference address types,N1,address type description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
reference detention type,N1,detention type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
reference detention type,N1,detention type description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
reference incident type,N1,incident type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
reference incident type,N1,incident type description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,line 1,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,line 2,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,line 3,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,zip postcode,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,state province county,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
addresses,N1,other address details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,middle name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,cell mobile number,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,email address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,date first rental,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,date left university,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students,N1,other student details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,teacher id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,middle name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,cell mobile number,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,email address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
teachers,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
assessment notes,N1,notes id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
assessment notes,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
assessment notes,N1,teacher id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
assessment notes,N1,date of notes,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
assessment notes,N1,text of notes,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
assessment notes,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
behavior incident,N1,incident id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
behavior incident,N1,incident type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
behavior incident,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
behavior incident,N1,date incident start,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
behavior incident,N1,date incident end,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
behavior incident,N1,incident summary,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
behavior incident,N1,recommendations,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
behavior incident,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
detention,N1,detention id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
detention,N1,detention type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
detention,N1,teacher id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
detention,N1,datetime detention start,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
detention,N1,datetime detention end,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
detention,N1,detention summary,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
detention,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
student addresses,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
student addresses,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
student addresses,N1,date address from,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
student addresses,N1,date address to,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
student addresses,N1,monthly rental,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
student addresses,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students in detention,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students in detention,N1,detention id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
students in detention,N1,incident id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,behavior_monitoring
reference document types,N1,document type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
reference document types,N1,document type name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
reference document types,N1,document type description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
reference calendar,N1,calendar date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
reference calendar,N1,day number,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
reference locations,N1,location code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
reference locations,N1,location name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
reference locations,N1,location description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
roles,N1,role code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
roles,N1,role name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
roles,N1,role description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
all documents,N1,document id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
all documents,N1,date stored,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
all documents,N1,document type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
all documents,N1,document name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
all documents,N1,document description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
all documents,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
employees,N1,employee id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
employees,N1,role code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
employees,N1,employee name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
employees,N1,gender mfu,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
employees,N1,date of birth,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
employees,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
document locations,N1,document id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
document locations,N1,location code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
document locations,N1,date in location from,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
document locations,N1,date in locaton to,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
documents to be destroyed,N1,document id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
documents to be destroyed,N1,destruction authorised by employee id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
documents to be destroyed,N1,destroyed by employee id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
documents to be destroyed,N1,planned destruction date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
documents to be destroyed,N1,actual destruction date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
documents to be destroyed,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Tracking_DB
basketball match,N1,team id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,school id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,team name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,acc regular season,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,acc percent,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,acc home,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,acc road,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,all games,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,all games percent,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,all home,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,all road,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
basketball match,N1,all neutral,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
university,N1,school id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
university,N1,school,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
university,N1,location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
university,N1,founded,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
university,N1,affiliation,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
university,N1,enrollment,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
university,N1,nickname,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
university,N1,primary conference,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,university_basketball
college,N1,college name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
college,N1,state,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
college,N1,enrollment,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
player,N1,player id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
player,N1,player name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
player,N1,yes card,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
player,N1,training hours,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
tryout,N1,player id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
tryout,N1,college name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
tryout,N1,player position,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
tryout,N1,decision,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,soccer_2
activity,N1,activity id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
activity,N1,activity name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
participates in,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
participates in,N1,activity id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
faculty participates in,N1,faculty id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
faculty participates in,N1,activity id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
student,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
student,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
student,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,activity_1
