Database,Table,Column,score
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,FSBI,20.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Metals,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Date_Added,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Update_Date,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Update_History,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Comments,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,ROMN_OTU_ID,25.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,ROMN_OTU,25.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,ROMN_Short_Name,50.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,ROMN_OTU_TSN,20.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Family,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Order,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Subclass,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Class,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Subphylum,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Phylum,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,FFG,20.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,RAI_Tolerance_Value,40.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Temp_Preference,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,FSBI,20.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Metals,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Date_Added,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Update_Date,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Update_History,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,Comments,100.0
MacroInvertebrates,tlu_DataAccessLevel,ID,90.0
MacroInvertebrates,tlu_DataAccessLevel,Label,100.0
MacroInvertebrates,tlu_DataAccessLevel,Summary,100.0
MacroInvertebrates,tlu_DataAccessLevel,IsActive,100.0
MacroInvertebrates,tlu_DataAccessLevel,ProcessOrder,100.0
MacroInvertebrates,tlu_DataProcessingLevel,ID,90.0
MacroInvertebrates,tlu_DataProcessingLevel,Code,100.0
MacroInvertebrates,tlu_DataProcessingLevel,Label,100.0
MacroInvertebrates,tlu_DataProcessingLevel,Summary,100.0
MacroInvertebrates,tlu_DataProcessingLevel,IsActive,100.0
MacroInvertebrates,tlu_DataProcessingLevel,ProcessOrder,100.0
MacroInvertebrates,Xwalk_Benthos_Parameter,OriginalParameters,100.0
MacroInvertebrates,Xwalk_Benthos_Parameter,DesiredSummaryName,100.0
NorthernPlainsFireManagement,tbl_Deadwood,,100.0
NorthernPlainsFireManagement,tbl_Events,,100.0
NorthernPlainsFireManagement,tbl_Locations,,100.0
NorthernPlainsFireManagement,tbl_Nests,,100.0
NorthernPlainsFireManagement,tbl_Overstory,,100.0
NorthernPlainsFireManagement,tbl_Saplings,,100.0
NorthernPlainsFireManagement,sysdiagrams,,70.0
NorthernPlainsFireManagement,tbl_Seedlings,,100.0
NorthernPlainsFireManagement,tbl_Tree_Tags,,100.0
NorthernPlainsFireManagement,tbl_WitnessTrees,,100.0
NorthernPlainsFireManagement,tlu_Can_Pos,,50.0
NorthernPlainsFireManagement,tlu_Cover_Cls,,60.0
NorthernPlainsFireManagement,tlu_DecayStage,,100.0
NorthernPlainsFireManagement,tlu_Live_Dead,,90.0
NorthernPlainsFireManagement,tlu_Mod_Num,,70.0
NorthernPlainsFireManagement,tlu_PlaceNames,,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,,100.0
NorthernPlainsFireManagement,tlu_Presence,,100.0
NorthernPlainsFireManagement,tlu_R1_RestOfPlot,,60.0
NorthernPlainsFireManagement,tlu_Roads_and_Trails,,100.0
NorthernPlainsFireManagement,tlu_Slope_Shape,,100.0
NorthernPlainsFireManagement,tlu_topo_position,,70.0
NorthernPlainsFireManagement,tlu_Tree_Cond,,70.0
NorthernPlainsFireManagement,tlu_Yes_No,,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,,100.0
NorthernPlainsFireManagement,tsys_App_Releases,,100.0
NorthernPlainsFireManagement,tsys_Bug_Reports,,100.0
NorthernPlainsFireManagement,sysdiagrams,name,100.0
NorthernPlainsFireManagement,sysdiagrams,principal_id,95.0
NorthernPlainsFireManagement,sysdiagrams,diagram_id,95.0
NorthernPlainsFireManagement,sysdiagrams,version,100.0
NorthernPlainsFireManagement,sysdiagrams,definition,100.0
NorthernPlainsFireManagement,tbl_Deadwood,Data_ID,95.0
NorthernPlainsFireManagement,tbl_Deadwood,Event_ID,95.0
NorthernPlainsFireManagement,tbl_Deadwood,OldPlot,100.0
NorthernPlainsFireManagement,tbl_Deadwood,Module,100.0
NorthernPlainsFireManagement,tbl_Deadwood,Decay,100.0
NorthernPlainsFireManagement,tbl_Deadwood,MPD,10.0
NorthernPlainsFireManagement,tbl_Deadwood,Length,100.0
NorthernPlainsFireManagement,tbl_Deadwood,X_coord,60.0
NorthernPlainsFireManagement,tbl_Deadwood,Y_coord,60.0
NorthernPlainsFireManagement,tbl_Deadwood,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tbl_Events,Event_ID,95.0
NorthernPlainsFireManagement,tbl_Events,Location_ID,95.0
NorthernPlainsFireManagement,tbl_Events,Event_Date,100.0
NorthernPlainsFireManagement,tbl_Events,Crew_Members,100.0
NorthernPlainsFireManagement,tbl_Events,Event_Notes,100.0
NorthernPlainsFireManagement,tbl_Events,Updated_Date,100.0
NorthernPlainsFireManagement,tbl_Events,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tbl_Locations,Location_ID,95.0
NorthernPlainsFireManagement,tbl_Locations,Plot_ID,95.0
NorthernPlainsFireManagement,tbl_Locations,X_Coord,60.0
NorthernPlainsFireManagement,tbl_Locations,Y_Coord,60.0
NorthernPlainsFireManagement,tbl_Locations,Plot_Azimuth,100.0
NorthernPlainsFireManagement,tbl_Locations,Trail,100.0
NorthernPlainsFireManagement,tbl_Locations,Directions,100.0
NorthernPlainsFireManagement,tbl_Locations,SiteDescription,100.0
NorthernPlainsFireManagement,tbl_Locations,Slope,100.0
NorthernPlainsFireManagement,tbl_Locations,Aspect,100.0
NorthernPlainsFireManagement,tbl_Locations,Slope_shape,100.0
NorthernPlainsFireManagement,tbl_Locations,Topo_Position,70.0
NorthernPlainsFireManagement,tbl_Locations,Elevation,100.0
NorthernPlainsFireManagement,tbl_Locations,A_Horizon,50.0
NorthernPlainsFireManagement,tbl_Locations,Litter_depth,100.0
NorthernPlainsFireManagement,tbl_Locations,Agriculture,100.0
NorthernPlainsFireManagement,tbl_Locations,QuadName,80.0
NorthernPlainsFireManagement,tbl_Locations,Logging,100.0
NorthernPlainsFireManagement,tbl_Locations,Fire,100.0
NorthernPlainsFireManagement,tbl_Locations,Pine_beetle,100.0
NorthernPlainsFireManagement,tbl_Locations,Windstorm,100.0
NorthernPlainsFireManagement,tbl_Locations,Hogs,100.0
NorthernPlainsFireManagement,tbl_Locations,Other_Disturbance,100.0
NorthernPlainsFireManagement,tbl_Locations,Loc_Notes,70.0
NorthernPlainsFireManagement,tbl_Locations,Association_observed,100.0
NorthernPlainsFireManagement,tbl_Locations,Eco_Notes,70.0
NorthernPlainsFireManagement,tbl_Locations,PlaceNameID,95.0
NorthernPlainsFireManagement,tbl_Locations,GIS_Location_ID,60.0
NorthernPlainsFireManagement,tbl_Locations,Coord_Units,70.0
NorthernPlainsFireManagement,tbl_Locations,Coord_System,70.0
NorthernPlainsFireManagement,tbl_Locations,UTM_Zone,50.0
NorthernPlainsFireManagement,tbl_Locations,Datum,100.0
NorthernPlainsFireManagement,tbl_Locations,Est_H_Error,40.0
NorthernPlainsFireManagement,tbl_Locations,Accuracy_Notes,100.0
NorthernPlainsFireManagement,tbl_Locations,Unit_Code,100.0
NorthernPlainsFireManagement,tbl_Locations,Updated_Date,100.0
NorthernPlainsFireManagement,tbl_Locations,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tbl_Nests,Nest_ID,95.0
NorthernPlainsFireManagement,tbl_Nests,Event_ID,95.0
NorthernPlainsFireManagement,tbl_Nests,SpCode,70.0
NorthernPlainsFireManagement,tbl_Nests,Module,100.0
NorthernPlainsFireManagement,tbl_Nests,Presence_First,100.0
NorthernPlainsFireManagement,tbl_Nests,Cover,100.0
NorthernPlainsFireManagement,tbl_Nests,Presence_Second,100.0
NorthernPlainsFireManagement,tbl_Nests,R1,10.0
NorthernPlainsFireManagement,tbl_Nests,R2,10.0
NorthernPlainsFireManagement,tbl_Overstory,Overstory_ID,95.0
NorthernPlainsFireManagement,tbl_Overstory,Event_ID,95.0
NorthernPlainsFireManagement,tbl_Overstory,TreeTag,100.0
NorthernPlainsFireManagement,tbl_Overstory,SpCode,70.0
NorthernPlainsFireManagement,tbl_Overstory,DBH,10.0
NorthernPlainsFireManagement,tbl_Overstory,CanPos,40.0
NorthernPlainsFireManagement,tbl_Overstory,TreeCond,70.0
NorthernPlainsFireManagement,tbl_Overstory,notes,100.0
NorthernPlainsFireManagement,tbl_Overstory,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tbl_Saplings,Saplings_ID,95.0
NorthernPlainsFireManagement,tbl_Saplings,Event_ID,95.0
NorthernPlainsFireManagement,tbl_Saplings,Module,100.0
NorthernPlainsFireManagement,tbl_Saplings,spcode,70.0
NorthernPlainsFireManagement,tbl_Saplings,DClass1,40.0
NorthernPlainsFireManagement,tbl_Saplings,DClass2,40.0
NorthernPlainsFireManagement,tbl_Saplings,DClass3,40.0
NorthernPlainsFireManagement,tbl_Saplings,DClass4,40.0
NorthernPlainsFireManagement,tbl_Saplings,Condition,100.0
NorthernPlainsFireManagement,tbl_Saplings,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tbl_Seedlings,Seedlings_ID,95.0
NorthernPlainsFireManagement,tbl_Seedlings,Event_ID,95.0
NorthernPlainsFireManagement,tbl_Seedlings,oldPlot,100.0
NorthernPlainsFireManagement,tbl_Seedlings,Module,100.0
NorthernPlainsFireManagement,tbl_Seedlings,SpCode,70.0
NorthernPlainsFireManagement,tbl_Seedlings,Density,100.0
NorthernPlainsFireManagement,tbl_Seedlings,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tbl_Tree_Tags,Tree_Tag_ID,95.0
NorthernPlainsFireManagement,tbl_Tree_Tags,Location_ID,95.0
NorthernPlainsFireManagement,tbl_Tree_Tags,Tag,100.0
NorthernPlainsFireManagement,tbl_Tree_Tags,oldPlot,100.0
NorthernPlainsFireManagement,tbl_Tree_Tags,Module,100.0
NorthernPlainsFireManagement,tbl_Tree_Tags,Xcoord,70.0
NorthernPlainsFireManagement,tbl_Tree_Tags,Ycoord,70.0
NorthernPlainsFireManagement,tbl_Tree_Tags,SpCode,70.0
NorthernPlainsFireManagement,tbl_Tree_Tags,Plot,100.0
NorthernPlainsFireManagement,tbl_Tree_Tags,Notes,100.0
NorthernPlainsFireManagement,tbl_Tree_Tags,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tbl_WitnessTrees,WitnessTree_ID,95.0
NorthernPlainsFireManagement,tbl_WitnessTrees,Location_ID,95.0
NorthernPlainsFireManagement,tbl_WitnessTrees,Witness_SpCode,80.0
NorthernPlainsFireManagement,tbl_WitnessTrees,Witness_Azimuth,100.0
NorthernPlainsFireManagement,tbl_WitnessTrees,Witness_DBH,40.0
NorthernPlainsFireManagement,tbl_WitnessTrees,Witness_stake,100.0
NorthernPlainsFireManagement,tbl_WitnessTrees,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tlu_Can_Pos,CanPos_Num,60.0
NorthernPlainsFireManagement,tlu_Can_Pos,CanPos_Name,70.0
NorthernPlainsFireManagement,tlu_Can_Pos,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tlu_Cover_Cls,CoverClass_Num,70.0
NorthernPlainsFireManagement,tlu_Cover_Cls,CoverClass_Text,100.0
NorthernPlainsFireManagement,tlu_DecayStage,DecayStage_ID,95.0
NorthernPlainsFireManagement,tlu_DecayStage,DecayStage_Descr,90.0
NorthernPlainsFireManagement,tlu_DecayStage,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tlu_Live_Dead,Cond_Num,60.0
NorthernPlainsFireManagement,tlu_Live_Dead,Cond_Text,70.0
NorthernPlainsFireManagement,tlu_Mod_Num,Mod_Num,60.0
NorthernPlainsFireManagement,tlu_PlaceNames,ID,90.0
NorthernPlainsFireManagement,tlu_PlaceNames,Name,100.0
NorthernPlainsFireManagement,tlu_PlaceNames,County,100.0
NorthernPlainsFireManagement,tlu_PlaceNames,State,100.0
NorthernPlainsFireManagement,tlu_PlaceNames,utmE,40.0
NorthernPlainsFireManagement,tlu_PlaceNames,utmN,40.0
NorthernPlainsFireManagement,tlu_PlaceNames,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tlu_PlantSpecies,genus,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,subgenus,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,species,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,subspecies,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,SpeciesCode,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,Author,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,CommonName,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,SpeciesNotes,100.0
NorthernPlainsFireManagement,tlu_PlantSpecies,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tlu_Presence,Pres_Num,60.0
NorthernPlainsFireManagement,tlu_Presence,Pres_Text,70.0
NorthernPlainsFireManagement,tlu_R1_RestOfPlot,Pres_Num,60.0
NorthernPlainsFireManagement,tlu_R1_RestOfPlot,Pres_Text,70.0
NorthernPlainsFireManagement,tlu_Roads_and_Trails,ListedName,100.0
NorthernPlainsFireManagement,tlu_Roads_and_Trails,ValidName,100.0
NorthernPlainsFireManagement,tlu_Roads_and_Trails,Layer,100.0
NorthernPlainsFireManagement,tlu_Roads_and_Trails,Notes,100.0
NorthernPlainsFireManagement,tlu_Roads_and_Trails,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tlu_Slope_Shape,Shape,100.0
NorthernPlainsFireManagement,tlu_topo_position,ID,90.0
NorthernPlainsFireManagement,tlu_topo_position,TopoPosition,100.0
NorthernPlainsFireManagement,tlu_Tree_Cond,TreeCond_Num,70.0
NorthernPlainsFireManagement,tlu_Tree_Cond,TreeCond_Text,80.0
NorthernPlainsFireManagement,tlu_Tree_Cond,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tlu_Yes_No,Yes_No,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,Project,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,Park,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,User_name,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,Activity,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,UTM_Zone,50.0
NorthernPlainsFireManagement,tsys_App_Defaults,Datum,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,Release_ID,95.0
NorthernPlainsFireManagement,tsys_App_Defaults,Link_file_path,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,Backup_prompt_startup,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,Backup_prompt_exit,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,Compact_be_exit,80.0
NorthernPlainsFireManagement,tsys_App_Defaults,Verify_links_startup,100.0
NorthernPlainsFireManagement,tsys_App_Defaults,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tsys_App_Releases,Release_ID,95.0
NorthernPlainsFireManagement,tsys_App_Releases,Release_date,100.0
NorthernPlainsFireManagement,tsys_App_Releases,Database_title,100.0
NorthernPlainsFireManagement,tsys_App_Releases,Version_number,100.0
NorthernPlainsFireManagement,tsys_App_Releases,File_name,100.0
NorthernPlainsFireManagement,tsys_App_Releases,Release_by,100.0
NorthernPlainsFireManagement,tsys_App_Releases,Release_notes,100.0
NorthernPlainsFireManagement,tsys_App_Releases,Author_phone,100.0
NorthernPlainsFireManagement,tsys_App_Releases,Author_email,100.0
NorthernPlainsFireManagement,tsys_App_Releases,Author_org,80.0
NorthernPlainsFireManagement,tsys_App_Releases,Author_org_name,85.0
NorthernPlainsFireManagement,tsys_App_Releases,SSMA_TimeStamp,50.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Bug_ID,95.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Release_ID,95.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Report_date,100.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Found_by,100.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Reported_by,100.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Report_details,100.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Fix_date,100.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Fixed_by,100.0
NorthernPlainsFireManagement,tsys_Bug_Reports,Fix_details,100.0
NorthernPlainsFireManagement,tsys_Bug_Reports,SSMA_TimeStamp,50.0
NTSB_CRASH_DATA,ADAPT,,80.0
NTSB_CRASH_DATA,AIRBAG,,100.0
NTSB_CRASH_DATA,AVOID,,80.0
NTSB_CRASH_DATA,CDC,,20.0
NTSB_CRASH_DATA,CHILDSEAT,,100.0
NTSB_CRASH_DATA,CRASH,,100.0
NTSB_CRASH_DATA,DISTRACT,,85.0
NTSB_CRASH_DATA,EDRCOLLECT,,50.0
NTSB_CRASH_DATA,EDREVENT,,50.0
NTSB_CRASH_DATA,EDRPOSTCRASH,,50.0
NTSB_CRASH_DATA,EDRPRECRASH,,50.0
NTSB_CRASH_DATA,EDRREST,,50.0
NTSB_CRASH_DATA,EDRSUMM,,40.0
NTSB_CRASH_DATA,EJECT,,100.0
NTSB_CRASH_DATA,EMSCARE,,50.0
NTSB_CRASH_DATA,EVENT,,100.0
NTSB_CRASH_DATA,FIRE,,100.0
NTSB_CRASH_DATA,FUEL,,100.0
NTSB_CRASH_DATA,GLAZING,,100.0
NTSB_CRASH_DATA,GV,,10.0
NTSB_CRASH_DATA,ICS,,10.0
NTSB_CRASH_DATA,INJURY,,100.0
NTSB_CRASH_DATA,INTEGRITY,,100.0
NTSB_CRASH_DATA,INTERIOR,,100.0
NTSB_CRASH_DATA,INTRUSION,,100.0
NTSB_CRASH_DATA,JKCOEFF,,20.0
NTSB_CRASH_DATA,JKWGT,,20.0
NTSB_CRASH_DATA,LOCALIZER,,100.0
NTSB_CRASH_DATA,OCC,,10.0
NTSB_CRASH_DATA,OCCONTACT,,40.0
NTSB_CRASH_DATA,PRE_FHE,,20.0
NTSB_CRASH_DATA,SEAT,,100.0
NTSB_CRASH_DATA,SEATXBAG,,70.0
NTSB_CRASH_DATA,TIRE,,100.0
NTSB_CRASH_DATA,TIREDAMAGE,,100.0
NTSB_CRASH_DATA,TIREPLAC,,50.0
NTSB_CRASH_DATA,VEHMEAS,,50.0
NTSB_CRASH_DATA,VEHSPEC,,50.0
NTSB_CRASH_DATA,VPICDECODE,,40.0
NTSB_CRASH_DATA,ADAPT,CASEID,95.0
NTSB_CRASH_DATA,ADAPT,PSU,20.0
NTSB_CRASH_DATA,ADAPT,CASENO,95.0
NTSB_CRASH_DATA,ADAPT,CASENUMBER,100.0
NTSB_CRASH_DATA,ADAPT,CATEGORY,100.0
NTSB_CRASH_DATA,ADAPT,VEHNO,50.0
NTSB_CRASH_DATA,ADAPT,ADAPT,100.0
NTSB_CRASH_DATA,ADAPT,CASEWGT,50.0
NTSB_CRASH_DATA,ADAPT,PSUSTRAT,20.0
NTSB_CRASH_DATA,ADAPT,VERSION,100.0
NTSB_CRASH_DATA,AIRBAG,CASEID,95.0
NTSB_CRASH_DATA,AIRBAG,PSU,20.0
NTSB_CRASH_DATA,AIRBAG,CASENO,95.0
NTSB_CRASH_DATA,AIRBAG,CASENUMBER,100.0
NTSB_CRASH_DATA,AIRBAG,CATEGORY,100.0
NTSB_CRASH_DATA,AIRBAG,VEHNO,50.0
NTSB_CRASH_DATA,AIRBAG,BAGNO,50.0
NTSB_CRASH_DATA,AIRBAG,BAGLOCATION,100.0
NTSB_CRASH_DATA,AIRBAG,BAGSTATUS,100.0
NTSB_CRASH_DATA,AIRBAG,BAGTYPE,100.0
NTSB_CRASH_DATA,AIRBAG,BAGDEPLOY,100.0
NTSB_CRASH_DATA,AIRBAG,BAGMALFUNCTION,100.0
NTSB_CRASH_DATA,AIRBAG,BAGFLAPSOPEN,100.0
NTSB_CRASH_DATA,AIRBAG,BAGFLAPSDAM,80.0
NTSB_CRASH_DATA,AIRBAG,BAGDAMAGE,100.0
NTSB_CRASH_DATA,AIRBAG,BAGDAMSOURCE,80.0
NTSB_CRASH_DATA,AIRBAG,PREVCRASH,70.0
NTSB_CRASH_DATA,AIRBAG,PRIORMAINT,70.0
NTSB_CRASH_DATA,AIRBAG,DEPLOYEVENT,100.0
NTSB_CRASH_DATA,AIRBAG,BAGDVTOTAL,50.0
NTSB_CRASH_DATA,AIRBAG,BAGDVLONG,40.0
NTSB_CRASH_DATA,AIRBAG,BAGDVLAT,40.0
NTSB_CRASH_DATA,AIRBAG,BAGDVENERGY,50.0
NTSB_CRASH_DATA,AIRBAG,BAGDVSPEED,50.0
NTSB_CRASH_DATA,AIRBAG,BAGDVBES,40.0
NTSB_CRASH_DATA,AIRBAG,BAGDVEST,50.0
NTSB_CRASH_DATA,AIRBAG,BAGDVRANK,50.0
NTSB_CRASH_DATA,AIRBAG,CDCFORDEPLOY,60.0
NTSB_CRASH_DATA,AIRBAG,CASEWGT,50.0
NTSB_CRASH_DATA,AIRBAG,PSUSTRAT,20.0
NTSB_CRASH_DATA,AIRBAG,VERSION,100.0
NTSB_CRASH_DATA,AVOID,CASEID,95.0
NTSB_CRASH_DATA,AVOID,PSU,20.0
NTSB_CRASH_DATA,AVOID,CASENO,95.0
NTSB_CRASH_DATA,AVOID,CASENUMBER,100.0
NTSB_CRASH_DATA,AVOID,CATEGORY,100.0
NTSB_CRASH_DATA,AVOID,VEHNO,50.0
NTSB_CRASH_DATA,AVOID,EQUIP,50.0
NTSB_CRASH_DATA,AVOID,AVAIL,50.0
NTSB_CRASH_DATA,AVOID,ACTIVATE,100.0
NTSB_CRASH_DATA,AVOID,CASEWGT,50.0
NTSB_CRASH_DATA,AVOID,PSUSTRAT,20.0
NTSB_CRASH_DATA,AVOID,VERSION,100.0
NTSB_CRASH_DATA,CDC,CASEID,95.0
NTSB_CRASH_DATA,CDC,PSU,20.0
NTSB_CRASH_DATA,CDC,CASENO,95.0
NTSB_CRASH_DATA,CDC,CASENUMBER,100.0
NTSB_CRASH_DATA,CDC,CATEGORY,100.0
NTSB_CRASH_DATA,CDC,VEHNO,50.0
NTSB_CRASH_DATA,CDC,EVENTNO,90.0
NTSB_CRASH_DATA,CDC,OBJCONT,40.0
NTSB_CRASH_DATA,CDC,PDOF,10.0
NTSB_CRASH_DATA,CDC,OCLOCK,50.0
NTSB_CRASH_DATA,CDC,ENDSHIFT,100.0
NTSB_CRASH_DATA,CDC,OVERUNDER,100.0
NTSB_CRASH_DATA,CDC,HEADINGANG,60.0
NTSB_CRASH_DATA,CDC,CDC,10.0
NTSB_CRASH_DATA,CDC,CDCPLANE,50.0
NTSB_CRASH_DATA,CDC,CDCLONGLAT,40.0
NTSB_CRASH_DATA,CDC,CDCVERTLAT,40.0
NTSB_CRASH_DATA,CDC,CDCDISTRIB,50.0
NTSB_CRASH_DATA,CDC,CDCEXTENT,60.0
NTSB_CRASH_DATA,CDC,DAMAPILLAR,40.0
NTSB_CRASH_DATA,CDC,DAMBPILLAR,40.0
NTSB_CRASH_DATA,CDC,DAMCPILLAR,40.0
NTSB_CRASH_DATA,CDC,DAMOTHPILLAR,40.0
NTSB_CRASH_DATA,CDC,SILLHEIGHT,100.0
NTSB_CRASH_DATA,CDC,CMAXHEIGHT,60.0
NTSB_CRASH_DATA,CDC,DOORSILLDIFF,60.0
NTSB_CRASH_DATA,CDC,DVBASIS,40.0
NTSB_CRASH_DATA,CDC,DVTOTAL,40.0
NTSB_CRASH_DATA,CDC,DVLONG,30.0
NTSB_CRASH_DATA,CDC,DVLAT,30.0
NTSB_CRASH_DATA,CDC,DVENERGY,40.0
NTSB_CRASH_DATA,CDC,DVSPEED,40.0
NTSB_CRASH_DATA,CDC,DVMOMENT,40.0
NTSB_CRASH_DATA,CDC,DVBARRIER,40.0
NTSB_CRASH_DATA,CDC,DVESTIMATE,40.0
NTSB_CRASH_DATA,CDC,DVRANK,40.0
NTSB_CRASH_DATA,CDC,DIRECTLOCATION,100.0
NTSB_CRASH_DATA,CDC,FIELDLLOCATION,100.0
NTSB_CRASH_DATA,CDC,CMAXLOCATION,60.0
NTSB_CRASH_DATA,CDC,FIELDL,40.0
NTSB_CRASH_DATA,CDC,FIELDLD,50.0
NTSB_CRASH_DATA,CDC,DIRECTL,40.0
NTSB_CRASH_DATA,CDC,DIRECTD,40.0
NTSB_CRASH_DATA,CDC,DIRECTWIDTH,100.0
NTSB_CRASH_DATA,CDC,CMAX,45.0
NTSB_CRASH_DATA,CDC,C1,10.0
NTSB_CRASH_DATA,CDC,C2,10.0
NTSB_CRASH_DATA,CDC,C3,10.0
NTSB_CRASH_DATA,CDC,C4,10.0
NTSB_CRASH_DATA,CDC,C5,10.0
NTSB_CRASH_DATA,CDC,C6,10.0
NTSB_CRASH_DATA,CDC,ROLLLAT,60.0
NTSB_CRASH_DATA,CDC,ROLLVERT,60.0
NTSB_CRASH_DATA,CDC,CASEWGT,50.0
NTSB_CRASH_DATA,CDC,PSUSTRAT,20.0
NTSB_CRASH_DATA,CDC,VERSION,100.0
NTSB_CRASH_DATA,CHILDSEAT,CASEID,95.0
NTSB_CRASH_DATA,CHILDSEAT,PSU,20.0
NTSB_CRASH_DATA,CHILDSEAT,CASENO,95.0
NTSB_CRASH_DATA,CHILDSEAT,CASENUMBER,100.0
NTSB_CRASH_DATA,CHILDSEAT,CATEGORY,100.0
NTSB_CRASH_DATA,CHILDSEAT,VEHNO,50.0
NTSB_CRASH_DATA,CHILDSEAT,OCCNO,50.0
NTSB_CRASH_DATA,CHILDSEAT,CHILDSEATNO,95.0
NTSB_CRASH_DATA,CHILDSEAT,SEATLOC,70.0
NTSB_CRASH_DATA,CHILDSEAT,CHILDMANUF,60.0
NTSB_CRASH_DATA,CHILDSEAT,CHILDMAKE,70.0
NTSB_CRASH_DATA,CHILDSEAT,CHILDMODEL,70.0
NTSB_CRASH_DATA,CHILDSEAT,CHILDMODELNO,70.0
NTSB_CRASH_DATA,CHILDSEAT,CHILDSEATYPE,90.0
NTSB_CRASH_DATA,CHILDSEAT,CHILDDATEMAN,70.0
NTSB_CRASH_DATA,CHILDSEAT,HOWUSED,100.0
NTSB_CRASH_DATA,CHILDSEAT,DATASOURCE,100.0
NTSB_CRASH_DATA,CHILDSEAT,ORIENTATION,100.0
NTSB_CRASH_DATA,CHILDSEAT,HARNESSDESIGN,100.0
NTSB_CRASH_DATA,CHILDSEAT,RETAINERCLIPDESIGN,100.0
NTSB_CRASH_DATA,CHILDSEAT,TETHERDESIGN,100.0
NTSB_CRASH_DATA,CHILDSEAT,LATCHDESIGN,100.0
NTSB_CRASH_DATA,CHILDSEAT,HARNESSUSE,100.0
NTSB_CRASH_DATA,CHILDSEAT,RETAINERCLIPUSE,100.0
NTSB_CRASH_DATA,CHILDSEAT,TETHERUSE,100.0
NTSB_CRASH_DATA,CHILDSEAT,LATCHUSE,100.0
