text,category,label
target_u_id,N2,1
habitat codes,N1,0
agentcode,N1,0
ALIGNMENT,N1,0
lypmtatfc,N3,2
OP_19,N3,2
ComissnSys,N2,1
DisplInCal,N2,1
wddstatus,N3,2
TotalUnits,N1,0
OFLT,N3,2
rrr23,N3,2
HOSPDIASTOLIC,N2,1
wtcode,N2,1
HOMETEL,N2,1
TPAID,N3,2
plocation,N2,1
contact_number,N1,0
WBDHU4,N3,2
TaxExpAct,N2,1
ismanual,N1,0
CBoEDiscnt,N3,2
transcript_date,N1,0
OTSM,N3,2
BSLINEDATE,N2,1
placement,N1,0
finance_id,N1,0
cftc,N3,2
contestant_name,N1,0
OSHR,N3,2
CBIncluded,N2,1
SHIPTYPE,N1,0
QRYGROUP15,N2,1
rctid,N3,2
FSBI,N3,2
DataSubjct,N2,1
STDCOST6,N2,1
basequt,N2,1
posttask,N1,0
BPCELLULAR,N2,1
JOURNAL,N1,0
srcdocent,N2,1
MODIF12,N3,2
QRYGROUP16,N2,1
lake,N1,0
ITM11,N3,2
bfp,N3,2
DFLTDUNTRM,N3,2
AJDT,N3,2
wtpostedfc,N3,2
CDCFORDEPLOY,N2,1
CHARTCUS,N2,1
RDN27,N3,2
QueryNAme,N1,0
RATEDIFACT,N2,1
calrecoinm,N3,2
EXPENSESAC,N2,1
Subord,N2,1
TRN2,N3,2
obfi,N3,2
grssamntsc,N3,2
ics_type,N2,1
REPADDID,N2,1
ISUseDscSV,N3,2
PfsAbs,N3,2
lstpchprce,N3,2
ReqQty,N2,1
DATE_OF_REGISTRATION,N1,0
order_line,N1,0
CSV28,N3,2
VISINFORM,N2,1
SinglePym,N2,1
UDFTABLE_5,N3,2
movie,N1,0
StckDstFc,N3,2
party_services,N1,0
CHKOUTTIME,N2,1
ALL_GAMES,N1,0
TLWHELDAMN,N3,2
Coord_System,N2,1
ParamLText,N2,1
VatCharge,N2,1
BLNCTRNSFR,N2,1
FinalOrg,N2,1
DEBITACC,N2,1
ChallanBak,N2,1
APDOCDTTO,N2,1
currcode,N2,1
POSCASHN,N2,1
rankings,N1,0
MT_MMI_OTU,N3,2
derived_total_cost,N1,0
permanent_address_id,N1,0
DFLTACTKEY,N2,1
HIGHEST,N1,0
modifydate,N1,0
dimcode,N2,1
datavers,N2,1
pdn15,N3,2
newreachcode,N1,0
aprj,N3,2
TOINVTYPE,N2,1
comptype,N2,1
Market_Rate,N1,0
DFTNAME,N2,1
STRENGTH,N1,0
QTYTOBILL,N2,1
dest,N2,1
TRANSACTIONS,N1,0
oegp,N3,2
EngineManufacturer,N1,0
ipf1,N3,2
atx4,N3,2
checkpmntm,N2,1
Discount_Coupons,N1,0
SRT2,N3,2
FrqncyIntr,N2,1
SUMTRANVAL,N2,1
ORIT,N3,2
paybnkpost,N2,1
grosscombweightratingtoid,N1,0
OrigAction,N2,1
checkbox29,N1,0
CALCFRML,N2,1
INVNTSTTUS,N3,2
EDRPOSTCRASH,N2,1
CardName,N1,0
FEEPROFIT2,N1,0
RcrData1,N2,1
SECTION_NAME,N1,0
bookkeeper,N1,0
app_labels,N1,0
APTCSINACC,N3,2
tdr1,N3,2
STATE_FIPS_CODE,N2,1
LINETYPE,N1,0
DISTAMNT,N2,1
Owners,N1,0
vlicmssc,N3,2
baopp,N3,2
path6,N1,0
OSES,N3,2
ExchangeAc,N2,1
tourney_date,N1,0
PRR20,N3,2
PROBLEM_CATEGORY_CODES,N1,0
ACTADDCOST,N2,1
wtabsentry,N2,1
loser_id,N1,0
typeID,N1,0
oext,N3,2
mean_dew_point_f,N2,1
VATPAIDFC,N3,2
emscare,N2,1
MAXDAYS4DD,N2,1
BcgTaxSum,N2,1
death_city,N1,0
AccStRem,N2,1
ElGoodsFmt,N2,1
csv7,N3,2
CANCELLED,N1,0
PRQ19,N3,2
EXTERNCODE,N2,1
bhght2unit,N2,1
product_title,N1,0
LNKRECNOBJ,N2,1
service_name,N1,0
ActEnv,N2,1
BISBNKACKY,N3,2
RuleDesc,N2,1
AUTHPWD,N2,1
DsbEntry,N2,1
COMORBOTH,N2,1
UpTo,N2,1
PQT12,N3,2
ACH3,N3,2
KEYFLD_5_V,N3,2
BATTLE,N1,0
modif04,N3,2
stategip,N2,1
drf18,N3,2
CHECKOUT,N1,0
team_fifa_api_id,N2,1
n_1_flodir,N2,1
irsfileno,N2,1
AFML,N3,2
RRR7,N3,2
OKPF,N3,2
owfi,N3,2
COACH_ID,N1,0
file_size,N1,0
NONCONTRIBUTINGAREASQKM,N2,1
dfltcard,N2,1
OP_4,N3,2
wtd5,N3,2
TIRESIZE,N1,0
locmth,N3,2
NUMBER_IN_SEASON,N1,0
Essn,N3,2
REFDOCENT,N2,1
ORTW,N3,2
ActionTime,N1,0
NEXTDATE,N1,0
valuattype,N2,1
wboletosau,N3,2
trackintln,N2,1
PHA6,N3,2
nexttime,N1,0
PYMNUMOFPA,N2,1
ocrp,N3,2
RtrictResn,N3,2
GEOGRAPHIC,N1,0
transactions_1k,N1,0
ARETSEFAZ,N3,2
ingclrac,N3,2
datecheck,N1,0
binnegqty,N2,1
EMP_INITIAL,N2,1
SURBAMTFC,N3,2
rin1,N3,2
INTRUSION,N1,0
MultiLang,N2,1
ISUNIQUE,N1,0
low_estimate,N1,0
doctime,N2,1
prjsmarz,N3,2
inv9,N3,2
AITW,N3,2
DEPARTMENT_ID,N1,0
ObjName,N2,1
sysballine,N2,1
BoxType,N1,0
ChargedQty,N1,0
MEMBER_ID,N1,0
frgnnamepl,N2,1
staff_first_name,N1,0
acp1,N3,2
hscamntfc,N3,2
desccompaj,N2,1
ParamPrms,N2,1
METADATA,N1,0
SERVICE_DATETIME,N1,0
adjacent,N1,0
invvalue,N2,1
DTWPath,N2,1
BASEFLD,N2,1
ADP2,N3,2
POR26,N3,2
GLACCCODE,N2,1
revrefno,N2,1
NUMDA,N2,1
ReplicaID,N1,0
DEDUCTION,N1,0
DPO10,N3,2
QryGroup16,N2,1
hydroseq,N2,1
gtm1,N3,2
DRAMA_WORKSHOP_GROUPS,N1,0
Fld2Alias,N2,1
lastpurprc,N2,1
INCLPARTS,N2,1
targetgen,N2,1
OEI14,N3,2
architect,N1,0
DNUM,N3,2
SLOPE,N1,0
BFType,N2,1
QUT15,N3,2
motorcyclesuspensiontypeid,N1,0
RIN19,N3,2
HEM3,N3,2
min_sea_level_pressure_inches,N2,1
ECM5,N3,2
form_name,N1,0
Life_Stage,N1,0
RGTMRGN,N3,2
CHECKBOX25,N1,0
attachment,N1,0
loginstane,N2,1
APPLGRS,N3,2
International_Passengers,N1,0
CURRENT_LAB_ID,N1,0
INV4,N3,2
BPMNElId,N3,2
CreateDate,N1,0
OrdrMulti,N2,1
EXECDATE,N2,1
credamnt1,N2,1
RRR2,N3,2
book_author,N1,0
paymethod,N1,0
CoverClass_Num,N2,1
use1stprtr,N2,1
LINESEQ,N2,1
APPOBJTYPE,N2,1
paybnkusr3,N2,1
ENAUTORSZ,N3,2
NEWASTCLS,N2,1
fieldalias,N2,1
ApplSum,N2,1
SUPPLIER_NAME,N1,0
HOUR,N1,0
InOpCode,N2,1
store,N1,0
RANKING_DATE,N1,0
anninvdecr,N2,1
dln12,N3,2
verified_by,N1,0
iwght1unit,N2,1
RESTORED_DATE,N1,0
Lifespan,N1,0
PCH9,N3,2
HideComp,N2,1
ODRF,N3,2
boeiofamt,N3,2
invoice_line_items,N1,0
isdistrbfc,N3,2
UserText,N1,0
SnbMfn,N3,2
FATHERLN,N2,1
exhibition,N1,0
CsgstRate,N3,2
DDCTPAIDFC,N3,2
Museums,N1,0
que1,N3,2
SCNCounter,N2,1
OBESITY,N1,0
IsSelected,N1,0
Custom,N1,0
iei3,N3,2
rcmpo,N3,2
qrygroup6,N2,1
retprtyp,N2,1
Evergreen,N1,0
weekly_weather,N1,0
DFTJPELINE,N3,2
csgstamt,N3,2
CultivationCode,N1,0
hem6,N3,2
RecvEmpBin,N2,1
REVACCT,N2,1
dftapcode,N3,2
LFOCCSIZE,N3,2
nhdpointc,N2,1
insplag,N3,2
CtActTaxSC,N3,2
SYSCred,N2,1
utgstbamts,N3,2
STATE_DESIGNATION_LEVEL,N1,0
PQT2,N3,2
EMPCOSTCUR,N2,1
OULA,N3,2
sumabsid,N2,1
ENSETCOST,N2,1
PACT3,N3,2
Is_male,N1,0
itmtocode,N2,1
CustGroup,N2,1
ArgValue,N2,1
PRR13,N3,2
AqcsTaxFC,N3,2
RECONDATE,N1,0
OpenSnB,N2,1
ige10,N3,2
to_fc,N3,2
County_name,N1,0
EDocType,N2,1
institute,N1,0
DOC23,N3,2
shape_length,N1,0
ISTaxState,N1,0
iscuryear,N2,1
RclFlag,N2,1
RULETYPE,N1,0
DOMAIN_KEYWORD,N1,0
import,N1,0
Random_Selected,N1,0
VARPERCAR,N2,1
AIT6,N3,2
RULINGS,N1,0
TRANSECT,N1,0
osrw,N3,2
MAXDVLAT,N2,1
alt1,N3,2
ORIGTRNSLN,N3,2
omtp,N3,2
timeaxis,N1,0
company_type,N1,0
ojpe,N3,2
ISORIGMETH,N2,1
FCode,N2,1
ALCINV,N3,2
Prmry,N2,1
MONTH4,N1,0
BTF1,N3,2
FURNITURE_ID,N1,0
levels,N1,0
timefrom,N1,0
Observation_ID,N1,0
host_city_id,N1,0
BUILDING_FULL_NAME,N1,0
TrnsCode,N2,1
basevatfc,N2,1
CALCMETHOD,N2,1
pay_per_view_ppv,N1,0
semester_name,N1,0
AggregDoc,N2,1
BSVALUDATE,N2,1
yearamt,N2,1
LAT_DEC,N2,1
delcontent,N2,1
TXTSRCH,N2,1
BHght1Unit,N2,1
exepcuamnt,N3,2
ZeroBalBP,N2,1
ResNotInv,N2,1
SPDPRPOST,N3,2
cul1,N3,2
ThreatLevl,N2,1
OAGM,N3,2
sbcogsamnt,N3,2
TypeName,N1,0
IF_FIRST_SHOW,N1,0
valdomacct,N2,1
WBOLETOSAU,N3,2
pch9,N3,2
exported,N1,0
office_locations,N1,0
MAXSUMSYS,N2,1
STRUTYPE,N3,2
NewDPRCus,N2,1
apcessacc,N2,1
WTAMNTSC,N3,2
UPDATED_BY,N1,0
UIDFORMAT,N3,2
OCRG,N3,2
blncdue,N2,1
AITM,N3,2
RATEDATE,N1,0
GK_HANDLING,N2,1
productsrc,N2,1
FACTOR1,N1,0
attriint35,N3,2
Rank,N1,0
EVENTNO,N2,1
ANCM,N3,2
DFLSWIFT,N3,2
RequestNum,N1,0
OccurDate,N2,1
MAX_GUST_SPEED_MPH,N1,0
RunDate,N1,0
QWZ3,N3,2
variancact,N2,1
Number_of_Platforms,N1,0
ISOCURRNUM,N2,1
dfltseq,N2,1
ExpandCons,N2,1
PrModel,N2,1
graduate,N1,0
mailbuildi,N2,1
pqt25,N3,2
TargetBase,N1,0
primarykey,N1,0
lvarcostfc,N2,1
EXPSUMSC,N3,2
ISENABLED,N1,0
errreason,N2,1
TaxId5,N1,0
BNKCODDGTS,N2,1
ACTZEROBLN,N2,1
VIOLATIONS,N1,0
ModifyBy,N1,0
dateformat,N1,0
resstdexp4,N3,2
LIFE_STAGE,N1,0
paymmethod,N2,1
recrrpress2,N3,2
benthosqaqcid,N2,1
planamtfc,N2,1
gdp3,N3,2
cgsocrcod4,N3,2
PYBLAMNTFC,N3,2
CCDFrom1,N3,2
REL4PPTAX,N3,2
SETTMETH,N2,1
MARKLINE,N1,0
COMMMEANID,N2,1
BUDGET_MILLION,N1,0
MHigh,N3,2
inclwork,N2,1
rpd27,N3,2
NEWRCNNUM,N2,1
coord_syst,N2,1
TplName,N3,2
invqtyonly,N2,1
RIN15,N3,2
enableasyn,N2,1
TaxAbsEntr,N2,1
MODOBJKEY,N2,1
jul,N2,1
PCQUANTITY,N2,1
CLAIMS_PROCESSING,N1,0
ACR2,N3,2
OJPE,N3,2
LOG_ENTRY_DATE,N1,0
COPNBLNACT,N2,1
IndirctTax,N2,1
ILMENTRY,N3,2
CrdCardNum,N2,1
FIXEDAMNT,N2,1
MailBuildi,N2,1
LOC_NAME,N2,1
titleauthor,N1,0
PQTReqQty,N3,2
IGN27,N3,2
tostock,N2,1
accelerator_compatible_browser,N1,0
Photos,N1,0
BOX2,N1,0
OTBP,N3,2
PQW1,N3,2
listnum,N2,1
AVT1,N3,2
DEST,N2,1
tourist_attraction_id,N1,0
EXBPTO,N3,2
PAYREFDTLS,N2,1
FromIdc,N2,1
OccurCode,N2,1
BASECHILDN,N2,1
PRODUCTION_CODE,N1,0
station,N1,0
crtlinerfq,N3,2
POSTAL_CODE,N1,0
ACCOUNTS,N1,0
HOSPGCSVERB,N3,2
toperabs,N2,1
WBDHU12,N3,2
ItmGrpName,N2,1
ERRORCODE,N1,0
JEREMARKS,N2,1
FOCAL_LENGTH_MM,N1,0
if_full_time,N1,0
PRQ21,N3,2
sgstapplsc,N3,2
date_of_registration,N1,0
trackid,N1,0
upduser,N2,1
SPBALACT,N2,1
tblfielddatagreencardobservations,N2,1
DepName,N2,1
SPECIES,N1,0
Carapace Width,N1,0
USEIMPORT,N1,0
KEYFLD_2_V,N3,2
remark1,N1,0
menu,N1,0
building,N1,0
SUBSTTID,N2,1
rin13,N3,2
PRR11,N3,2
prchseitem,N2,1
todoc3nu,N2,1
IGE21,N3,2
QtyOnHand,N2,1
INVPAYAMNT,N2,1
iei14,N3,2
EXPDTRAREQ,N2,1
TODOC1NU,N2,1
pch2,N3,2
functional_area_description,N1,0
osas,N3,2
gradepoint,N2,1
recvempbin,N2,1
movie_genres,N1,0
T&E_Status,N3,2
isdfltpath,N3,2
retainerclipdesign,N1,0
TAXID9,N1,0
CardInclud,N2,1
weeks_on_top,N1,0
dashbdpath,N2,1
INJNO,N2,1
DEFERTAXIN,N2,1
FROMAMOUNT,N1,0
DocToDate,N2,1
prq15,N3,2
tblfielddatasnakedatacollection,N2,1
POSEQNUM,N2,1
prodres,N2,1
CBUDF,N3,2
SysCNoEdit,N2,1
applyentry,N1,0
PAYDOCENTR,N2,1
CARDNAME2,N1,0
MaxTaxDecr,N2,1
AMOUNT_PAID_IN_FULL_YN,N2,1
COMPETITION_RECORD,N1,0
BoeAgent,N2,1
GSTTranTyp,N2,1
cin22,N3,2
CodAut,N2,1
pixel_aspect_ratio_par,N2,1
doumntdode,N3,2
OIDC,N3,2
f_id,N2,1
UNIT,N1,0
SLDUncfm,N3,2
CMPPRIVATE,N2,1
STATCODE,N2,1
CashCancel,N1,0
TransSeq,N2,1
pymamounf,N3,2
FILECODE,N1,0
free_kick_accuracy,N1,0
lanekeepingassistanceid,N1,0
pstngtype,N2,1
drf11,N3,2
IMGRP,N3,2
ServiceGrp,N2,1
WTQ,N3,2
WhsInclude,N2,1
tlinkObservers,N2,1
formno,N2,1
PQT4,N3,2
NFN5,N3,2
Rounddiff,N1,0
comiscurr,N2,1
openneginv,N2,1
SuppName,N2,1
EnRligion,N2,1
DEGREES,N1,0
DISCCODE,N2,1
DOCSUBTYPE,N2,1
high_estimate,N1,0
ATTRIDT46,N3,2
TaxCheck,N1,0
homeState,N1,0
relation,N1,0
Weeks_on_Top,N1,0
EXPAPPLDFC,N3,2
If_first_show,N1,0
JKWGT5,N3,2
ISCURYEAR,N2,1
qrygroup64,N2,1
date_adopted,N1,0
InputPar,N2,1
lognum,N2,1
includeinnationalstats,N1,0
CgsOcrCod2,N3,2
oppa,N3,2
PHA5,N3,2
qrygroup12,N2,1
resoffplac,N2,1
TIREPLAC,N2,1
PRR15,N3,2
ITM1,N3,2
WndFrm,N2,1
prevyear,N1,0
HEADRESTACT,N2,1
ABIN,N3,2
transseq,N2,1
ErrLevel,N2,1
pbnkbranch,N2,1
opencostsc,N2,1
AsseType,N2,1
currency2,N1,0
AUTORESWHS,N2,1
AFAD,N3,2
asgp,N3,2
ATTRIINT39,N3,2
curdebit,N2,1
curve,N1,0
SumRepType,N2,1
NOTIFEMAIL,N2,1
TribRegCod,N2,1
SYS,N2,1
PrintMeta,N2,1
isfixedamt,N2,1
sum,N1,0
PCH22,N3,2
qrygroup29,N2,1
CONFIDENCE,N1,0
line_1_number_building,N1,0
GENUS SPECIES,N1,0
acctstruct,N2,1
CPI24,N3,2
VatTotalSC,N3,2
FLAG,N1,0
extvatsums,N3,2
TOTALFC,N2,1
CommentsROMN,N3,2
RDN10,N3,2
Verified_by,N1,0
errscreen,N2,1
VatResAddr,N2,1
addbas,N2,1
TmpltCnt,N3,2
MANUFACTURER_ID,N1,0
CHAINNAME,N1,0
MUSEUM_DETAILS,N1,0
NewItemCod,N2,1
BOX3,N1,0
efctfrom,N3,2
MFRSERAILF,N3,2
JOB_ID,N1,0
RFSWITCH,N2,1
electoral_register_id,N1,0
workStreet,N1,0
CGSTBAMT,N3,2
bpswift,N2,1
student_id,N1,0
plectax,N3,2
ROOTID,N1,0
ORITAXINVN,N3,2
ADPA,N3,2
IsCommited,N1,0
oige,N3,2
RetPRTyp,N2,1
CPCFCAmt,N3,2
LeaderCode,N1,0
QryGroup63,N2,1
PymntGroup,N2,1
UDFAlias_1,N3,2
ins,N3,2
INMTRANSTY,N3,2
SNBTYPE,N2,1
loser_hand,N1,0
cpv14,N3,2
death,N1,0
rit1,N3,2
birth_year,N1,0
evdriveunit,N2,1
MAX_GROSS_WEIGHT,N1,0
rcrdata1,N2,1
RTable,N2,1
NIREind,N3,2
Update_ID,N1,0
FROMDOC3NU,N2,1
exratedate,N2,1
Degree_Programs,N1,0
CSI5,N3,2
copyright,N1,0
CumAmntLC,N3,2
AUGP,N3,2
REF1_L,N3,2
allowupdat,N2,1
player_award_vote,N1,0
dsmduedate,N2,1
ConvUnit,N2,1
AEC7,N3,2
SBAccQty,N2,1
OHLD,N3,2
HUType,N2,1
QueryTime,N1,0
CAPFACTOR1,N2,1
CHANNLBP,N2,1
lvlupdated,N2,1
accnotes,N2,1
jumping,N1,0
fcepmnmean,N3,2
awardsplayers,N1,0
VALSTRING,N2,1
ChkOutDrft,N2,1
PropType,N2,1
CCS1,N3,2
RDR5,N3,2
DocSubType,N2,1
querytime,N1,0
unitcol,N2,1
vatsubjcod,N2,1
OPENBLNC,N2,1
DATE_FIRST_RENTAL,N1,0
IMPRTDATE,N2,1
packagtype,N1,0
PATH3,N1,0
gridrow,N2,1
data,N1,0
copnblnact,N2,1
organization_id,N1,0
prq3,N3,2
ATTRIBUTE_DEFINITIONS,N1,0
CalcPrice,N2,1
SendSMS,N2,1
LABORITEM,N1,0
body_builder,N1,0
por6,N3,2
emailsig,N2,1
NewDbName,N1,0
party_host,N1,0
operate_company,N1,0
MDR1,N3,2
cupto,N2,1
INCRESGLAC,N3,2
AllowUpdat,N2,1
dprend,N2,1
orldesc,N3,2
GrsFC,N3,2
Mask,N1,0
pdn17,N3,2
xap4,N3,2
runs,N1,0
tofcode,N3,2
WTThresh,N2,1
PERMANENT_IDENTIFIER,N1,0
WIZNUMBER,N2,1
initobjtyp,N2,1
category_name,N1,0
CSGSTBAMTF,N3,2
third_party_companies,N1,0
BUYUNITMSR,N2,1
PayBnkPost,N2,1
AFTLINENUM,N2,1
groupby,N1,0
XMLFile,N2,1
Final,N1,0
legaltcd,N3,2
paybnkbisr,N3,2
ISDFPORTIM,N3,2
PAIDGRS,N2,1
postalcode,N1,0
f_id,N2,1
MSGDATE,N2,1
TRIANGDEAL,N2,1
BusFloorConfigurationType,N1,0
assets_in_events,N1,0
Scl3NxtLn,N3,2
OpenNetAmt,N2,1
MaxIncom,N2,1
TestID,N1,0
opcode,N2,1
taxoffice,N1,0
OSLD,N3,2
move_in_year,N1,0
AddressFr,N2,1
jid,N3,2
taxregion,N1,0
ThousSep,N2,1
aitm,N3,2
actsep,N2,1
population,N1,0
PaymWizCod,N2,1
staring_date,N1,0
TRN1,N3,2
consumemtd,N2,1
gdb_items,N2,1
allocatent,N2,1
FromVatNo,N2,1
stckinmpr,N3,2
RPD17,N3,2
DriveTypeId,N1,0
SWeight1,N2,1
qcategory,N2,1
BoxCode,N1,0
camera_lens_id,N1,0
dpi1,N3,2
CostVal1,N2,1
SBACCQTY,N2,1
CANDEXPR,N2,1
PTFID,N3,2
CONTAINER,N1,0
reslog,N2,1
Accelerate,N1,0
INVESTOR,N1,0
FormatName,N1,0
drivetype,N1,0
RPTSTATUS,N2,1
WHICENACT,N3,2
TRVALAPPLY,N2,1
EnUpdBpAdr,N3,2
mancoll,N3,2
HH_ID,N3,2
Budget_Type_Code,N1,0
SALES_BILLION,N1,0
Documentation,N1,0
wtq27,N3,2
DAMAPILLAR,N3,2
BAGDVLAT,N3,2
class_president_vote,N1,0
CountyB,N2,1
excninvitm,N2,1
ORDN,N3,2
tbl_Plot,N2,1
footer,N1,0
discamount,N2,1
FLIGHTNO,N2,1
DEFCOMMDDT,N2,1
SEC_ID,N2,1
QAUNTITY,N1,0
encoding,N1,0
emlgrpcode,N2,1
FREETXT4,N2,1
ENABLEPTN,N2,1
ABT1,N3,2
oldrate,N1,0
operator,N1,0
peymethod,N2,1
RESIDCNTRY,N2,1
extra_type,N1,0
SerBtchNum,N2,1
airtemp,N2,1
InQuery,N1,0
bcgpmntsc,N3,2
SRVCTYPE,N2,1
GTSDftPye,N3,2
sortorder,N1,0
varnum,N2,1
TRANSNUM1,N2,1
train_number,N1,0
HldaysPurc,N2,1
g,N3,2
BASELINE,N1,0
MENUCODE,N1,0
IOFFINCACC,N3,2
RIN5,N3,2
PARAM_25,N3,2
PackageTyp,N1,0
dprtype,N2,1
keyword,N1,0
VisIndex,N2,1
CGSTAMNT,N3,2
PARAMPRMS,N2,1
MinMsgID,N2,1
recbinenab,N2,1
HEADANGLECAT,N2,1
VERIFY_LINKS_STARTUP,N1,0
DEFENCEPRESSURE,N1,0
LATCHPLATE,N1,0
SignMsg,N2,1
REMDATE,N2,1
TAXOFFICE,N1,0
KeySeg5,N3,2
DOC4TYPE,N2,1
RcrSubType,N3,2
Visits_Restaurant,N1,0
scores,N1,0
CANARCHIVE,N1,0
winddirection,N1,0
INCOMIMG,N2,1
ProdCode,N1,0
SPLITFBSH,N2,1
President_Vote,N1,0
annual em ela,N2,1
oosr,N3,2
RECBINENAB,N2,1
APCESSACC,N2,1
BdgtScenar,N2,1
INTTAXCODE,N2,1
OEBK,N3,2
inv4,N3,2
COUNTRYNOTES,N1,0
exttaxsumf,N2,1
THUEND,N2,1
ocip,N3,2
ElectronicStabilityControl,N1,0
DNLEVEL,N2,1
SUBSERIES,N1,0
qrygroup32,N2,1
CSI1,N3,2
taxctgr,N2,1
OP_18,N3,2
hosppulse,N2,1
degree_program_id,N1,0
OIVQ,N3,2
CHANCECREATIONSHOOTINGCLASS,N1,0
pha4,N3,2
attachpdf,N2,1
DPAPPLRVS,N3,2
PerTranSou,N2,1
TotalEnrollment_AY,N2,1
otrx,N3,2
wtbasesumf,N3,2
powertrain,N1,0
volume,N1,0
CHANCECREATIONCROSSING,N1,0
FUEL,N1,0
CAOutAcct,N2,1
GrossValFc,N2,1
Operator1,N1,0
EDocPmnFmt,N3,2
STATEFDER,N2,1
repname,N2,1
taxdistmtd,N2,1
controlkey,N1,0
cpi24,N3,2
ZEROBALBP,N2,1
minordrqty,N3,2
apt_booking_id,N2,1
MaxAmntBOE,N2,1
etrtaxoffi,N3,2
meter_500,N1,0
EXRATEONDT,N2,1
maxdvrestime,N2,1
PostingAct,N2,1
TRANSECT_ID,N1,0
oebl,N3,2
StatusDetails,N1,0
MSN4,N3,2
jeref2,N3,2
dmw1,N3,2
DOCTOTAL,N2,1
RENTAL_ID,N1,0
EXTERNALIDORIGINATOR,N1,0
BATATTR2T,N2,1
ToNumber,N2,1
Release_by,N1,0
role_code,N1,0
stepname,N1,0
OnData,N1,0
IMG_OBJ,N3,2
SpDprDur,N3,2
spltcredln,N2,1
IncSubject,N2,1
OHTY,N3,2
broadcast_share,N1,0
OWUPR,N3,2
CARDIOCOND,N2,1
noautoallc,N2,1
PKGCODE,N2,1
IGE23,N3,2
BatchQt,N2,1
RMARGIN,N2,1
GrpByAgrNo,N2,1
INCCUSTOM,N2,1
ccmask,N2,1
AISI,N3,2
EDOCGENTYP,N2,1
ODLN,N3,2
OCRN,N3,2
REPCODE,N2,1
blobcnttyp,N2,1
origaction,N2,1
taxperunit,N2,1
REVOFFICE,N2,1
industryc,N2,1
date_problem_closed,N1,0
endtime,N1,0
host_city,N1,0
tourney_date,N1,0
UsePCH,N3,2
trn2,N3,2
park_id,N1,0
SUBSTRATE,N1,0
DESTPATH,N2,1
FileExt,N2,1
oiod,N3,2
Other_Product_Service_Details,N1,0
expnsblck,N3,2
OCHO,N3,2
LINKACT_13,N2,1
initref2,N2,1
datasetinfo1,N1,0
TrsYear,N2,1
OverCode,N1,0
PWZ5,N3,2
Scientists,N1,0
CalcIntr,N2,1
lastremind,N2,1
IsTrustSrv,N2,1
park_id,N1,0
csv21,N3,2
PBED,N3,2
prq17,N3,2
ADDID,N1,0
RetCost,N2,1
ActionCode,N1,0
OAT3,N3,2
datacols,N2,1
QryGroup4,N2,1
idxoriginx,N2,1
PaymntsNum,N2,1
hudigit,N3,2
Retry,N1,0
PERCOFACQ,N2,1
WBLEFT,N3,2
ORER,N3,2
pdn2,N3,2
WTR14,N3,2
copytotrgt,N2,1
govID,N2,1
svolunit,N2,1
paiddct,N2,1
export,N1,0
Album,N1,0
BIOD_QLD,N3,2
MLOW,N3,2
venue,N1,0
externalcrosswalk,N1,0
abin,N3,2
LOADPATH1_ALT,N1,0
FromAcct,N2,1
customer_address,N1,0
ISCANCEL,N1,0
TBL_BENTHICLABMETADATA_SAMPLE_CLIENT_ID,N2,1
DeductPer,N2,1
ATTRITXT1,N3,2
PWDMINLEN,N2,1
DunIntrst,N2,1
grprperc,N3,2
FCdTrdPtyS,N3,2
actual_order_id,N1,0
DATE_IN_LOCATON_TO,N1,0
RESEXPACT,N2,1
TERM_TYPE,N2,1
tax1,N1,0
BASEVATFC,N2,1
Pick,N1,0
PAYEETAXNO,N2,1
wtr1,N3,2
resources,N1,0
exempt,N1,0
date_address_from,N1,0
HasZ,N2,1
PAOFFSETAC,N2,1
dpmappvats,N3,2
PRR24,N3,2
SSPNDCTTX,N3,2
SOIWizId,N3,2
G_NAME,N2,1
robjcode,N2,1
textval,N2,1
summarycnt,N2,1
ElectronicStabilityControlId,N1,0
SRCOBJTYPE,N2,1
IsIntraS,N2,1
DocTime,N2,1
wp,N3,2
iofamnt,N3,2
TotCredit,N2,1
RPC19,N3,2
PAYMENT_TYPE_CODE,N1,0
RRR10,N3,2
po,N3,2
MEAN_HUMIDITY,N1,0
pub_info,N2,1
LOCATIONID,N2,1
isdfcstim,N3,2
password4,N1,0
ACC EM PARTICIPATION RATE,N2,1
transaction_amount,N1,0
ActBlncGrp,N2,1
activity_name,N1,0
ProjectCod,N2,1
insptype,N2,1
ENBLDAYS,N2,1
group1,N1,0
PayMethCod,N2,1
ecm5,N3,2
busfloorconfigurationtype,N1,0
EFCTDATE,N2,1
CHARACTERISTIC_TYPE_CODE,N1,0
ORGCODE,N2,1
SHIPPER,N1,0
PedestrianAutoEmergencyBrakingID,N1,0
FuncID,N2,1
subst,N2,1
Participant_ID,N1,0
BtchStatus,N2,1
Bug_ID,N1,0
PWZAbsEntr,N3,2
adjustnum,N2,1
PLAYER_API_ID,N2,1
VAT_RATING,N2,1
blength2,N2,1
TIMEZONE,N1,0
Fix_details,N1,0
gpa4,N3,2
ADDR3_3P,N2,1
PERFORMANCE,N1,0
spdprdur,N3,2
referitem,N1,0
product_size,N1,0
DATE_OF_ENROLMENT,N1,0
StdCost6,N2,1
BINATTR9F,N3,2
tenantid,N1,0
fax,N1,0
TBL_BENTHOS_QAQC_LEGACY,N2,1
DOCPYMREF,N3,2
tblfielddataminnowtrapsurveys,N2,1
order_status,N1,0
DECACC,N2,1
