native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
ReExpNAct,column,SBODemoUS,N2,retirement_with_expense_net,ReExpNAct,RXNA
sex,column,SBODemoUS,N1,sex,sx,s
Segment_0,column,SBODemoUS,N1,Segment_0,Seg_0,S_0
Segment_1,column,SBODemoUS,N1,Segment_1,Seg_1,S_1
Segment_2,column,SBODemoUS,N1,Segment_2,Seg_2,S_2
Segment_3,column,SBODemoUS,N1,Segment_3,Seg_3,S_3
Segment_4,column,SBODemoUS,N1,Segment_4,Seg_4,S_4
Segment_5,column,SBODemoUS,N1,Segment_5,Seg_5,S_5
Segment_6,column,SBODemoUS,N1,Segment_6,Seg_6,S_6
Segment_7,column,SBODemoUS,N1,Segment_7,Seg_7,S_7
Segment_8,column,SBODemoUS,N1,Segment_8,Seg_8,S_8
Segment_9,column,SBODemoUS,N1,Segment_9,Seg_9,S_9
SumApplied,column,SBODemoUS,N1,SumApplied,SumApp,S_Ap
SignDigest,column,SBODemoUS,N1,SignDigest,SgnDgst,S_Dgst
SunEnabled,column,SBODemoUS,N1,SunEnabled,SunEnbld,S_Ena
SegmentId,column,SBODemoUS,N1,SegmentId,SegId,Sq_Id
SortId,column,SBODemoUS,N1,SortId,SrtId,St_Id
Step_Id,column,SBODemoUS,N1,Step_Id,Stp_Id,S_Id
SeriesIn,column,SBODemoUS,N1,SeriesIn,SrsIn,S_In
SeriesNum,column,SBODemoUS,N1,SeriesNum,SrsNum,S_Nm
SubOption,column,SBODemoUS,N1,SubOption,SubOpt,S_Opt
SeriesOut,column,SBODemoUS,N1,SeriesOut,SrsOut,S_Out
SumStock,column,SBODemoUS,N1,SumStock,SumStk,S_Stk
SummryType,column,SBODemoUS,N1,SummryType,SumType,S_Tp
SaleUnits,column,SBODemoUS,N1,SaleUnits,SaleUnts,S_Units
salaryUnit,column,SBODemoUS,N1,salaryUnit,SalUnit,S_Unt
State1,column,SBODemoUS,N1,State1,St1,S1
Sort1Up,column,SBODemoUS,N1,Sort1Up,Srt1Up,S1U
SWdth1Unit,column,SBODemoUS,N2,width_1_unit_for_sales,SWdth1Unit,SWd1U
State2,column,SBODemoUS,N1,State2,St2,S2
Sort2Up,column,SBODemoUS,N1,Sort2Up,Srt2Up,S2U
SWdth2Unit,column,SBODemoUS,N2,width_2_uom_sales,SWdth2Unit,SWd2U
Sort3Up,column,SBODemoUS,N1,Sort3Up,Srt3Up,S3U
ShowAtCard,column,SBODemoUS,N1,ShowAtCard,ShwAtCard,SAC
StornoAcc,column,SBODemoUS,N2,storno_account_code,StornoAcc,SAcc
SumAbsId,column,SBODemoUS,N2,summary_value_added_tax_abstract_id,SumAbsId,SAI
salary,column,SBODemoUS,N1,salary,sal,sal
salaryCurr,column,SBODemoUS,N2,salary_currency,salaryCurr,SalCur
SaRevNAct,column,SBODemoUS,N3,revenue_from_asset_sales_net,Rev_frm_Asset_Sls_Nt,SaRevNAct
Saturday,column,SBODemoUS,N1,Saturday,Satdy,Sat
SrcArrType,column,SBODemoUS,N2,source_array_type,SrcArrType,SATp
SngBatch,column,SBODemoUS,N2,batch_restriction,SngBatch,SBch
SortBy,column,SBODemoUS,N1,SortBy,SrtBy,Sby
SysBin,column,SBODemoUS,N2,system_bin,SysBin,SB
SpBalAct,column,SBODemoUS,N2,special_balance_account,SpBalAct,SBA
SplitByBin,column,SBODemoUS,N2,split_by_bin_location,SplitByBin,SBB
Subord,column,SBODemoUS,N2,subordinate_authorization,Subord,Sbd
SumByDistr,column,SBODemoUS,N2,summarize_by_distribution_rule,SumByDistr,SBDst
Subject,column,SBODemoUS,N1,Subject,Sbjct,Sbj
SumByPro,column,SBODemoUS,N2,summarize_by_project,SumByPro,SBP
SplitBySnb,column,SBODemoUS,N2,split_by_batch_serial,SplitBySnb,SBSN
SYSBaseSum,column,SBODemoUS,N2,system_base_amount,SYSBaseSum,SYS_BS
SnBType,column,SBODemoUS,N2,snb_type,SnBType,SBT
SeqCode,column,SBODemoUS,N2,sequence_code,SeqCode,Sq_C
SlpCode,column,SBODemoUS,N2,sales_employee_code,SlpCode,Sl_C
SltCode,column,SBODemoUS,N2,solution_code,SltCode,Sol_C
SpiltCred,column,SBODemoUS,N2,split_credit_voucher_payment,SpiltCred,Sp_Cr
STDCode,column,SBODemoUS,N2,std_code,STDCode,STD_C
StepCode,column,SBODemoUS,N1,StepCode,StpCd,St_C
SupplCode,column,SBODemoUS,N2,supplementary_code,SupplCode,SC
StdCost1,column,SBODemoUS,N2,resource_cost_1,StdCost1,SC1
StdCost10,column,SBODemoUS,N2,resource_cost_10,StdCost10,SC10
StdCost2,column,SBODemoUS,N2,resource_cost_2,StdCost2,SC2
StdCost3,column,SBODemoUS,N2,resource_cost_3,StdCost3,SC3
StdCost4,column,SBODemoUS,N2,resource_cost_4,StdCost4,SC4
StdCost5,column,SBODemoUS,N2,resource_cost_5,StdCost5,SC5
StdCost6,column,SBODemoUS,N2,resource_cost_6,StdCost6,SC6
StdCost7,column,SBODemoUS,N2,resource_cost_7,StdCost7,SC7
StdCost8,column,SBODemoUS,N2,resource_cost_8,StdCost8,SC8
StdCost9,column,SBODemoUS,N2,resource_cost_9,StdCost9,SC9
SaleCostAc,column,SBODemoUS,N2,sales_cost_account,SaleCostAc,SCA
SCAdjust,column,SBODemoUS,N2,system_currency_adjustment,SCAdjust,SCAdj
ScsCode,column,SBODemoUS,N2,scs_code,ScsCode,SCC
SysCloseDt,column,SBODemoUS,N2,system_closing_date,SysCloseDt,SCD
SACEntry,column,SBODemoUS,N2,sac_entry,SACEntry,SCE
SrvcCallId,column,SBODemoUS,N2,service_call_number,SrvcCallId,SCI
SrcvCallID,column,SBODemoUS,N2,service_call_id,SrcvCallID,SCID
SCL1,table,SBODemoUS,N3,service_call_solutions_rows,svc_call_sol_rows,SCL1
SCL1Count,column,SBODemoUS,N3,internal_scl1_count,int_scl1_cnt,SCL1Count
Scl1NxtLn,column,SBODemoUS,N3,schedule1_next_line,scl1_nxt_ln,Scl1NxtLn
SCL2,table,SBODemoUS,N3,service_call_inventory_expenses,svc_call_inv_exp,SCL2
SCL2Count,column,SBODemoUS,N3,internal_scl2_count,int_scl2_cnt,SCL2Count
Scl2NxtLn,column,SBODemoUS,N3,schedule2_next_line,scl2_nxt_ln,Scl2NxtLn
SCL3,table,SBODemoUS,N3,service_call_travel_labor_expenses,svc_call_trvl_lbr_exp,SCL3
Scl3NxtLn,column,SBODemoUS,N3,schedule3_next_line,scl3_nxt_ln,Scl3NxtLn
SCL4,table,SBODemoUS,N3,expense_documents,expns_docs,SCL4
Scl4NxtLn,column,SBODemoUS,N3,schedule4_next_line,scl4_nxt_ln,Scl4NxtLn
SCL5,table,SBODemoUS,N3,service_call_activities,svc_call_actvts,SCL5
Scl5NxtLn,column,SBODemoUS,N3,schedule5_next_line,scl5_nxt_ln,Scl5NxtLn
SCL6,table,SBODemoUS,N3,service_call_scheduling,svc_call_sched,SCL6
SCL7,table,SBODemoUS,N3,service_call_business_partner_address,svc_call_bp_addr,SCL7
SpltCredLn,column,SBODemoUS,N2,split_credit_line,SpltCredLn,SCLn
sCalcMeth,column,SBODemoUS,N2,calc_method_straight_line,sCalcMeth,SCM
SubCatNum,column,SBODemoUS,N2,customer_vendor_cat_no,SubCatNum,SC_Num
SuppCatNum,column,SBODemoUS,N2,manufacturer_catalog_number,SuppCatNum,SCN
SCNCounter,column,SBODemoUS,N2,scn_counter,SCNCounter,SCNCtr
spConcPer,column,SBODemoUS,N2,concession_period_in_years,spConcPer,SCP
SYSCred,column,SBODemoUS,N2,system_credit,SYSCred,SCr
SysCredit,column,SBODemoUS,N2,system_credit_amount,SysCredit,SCrd
SCRT,table,SBODemoUS,N3,crystal_reports_translations,crt_reports_trans,SCRT
SysCloseTm,column,SBODemoUS,N2,system_closing_time,SysCloseTm,SCTm
ShipCountr,column,SBODemoUS,N2,ship_to_country,ShipCountr,SCtr
SEPADate,column,SBODemoUS,N2,requested_sepa_payment_date,SEPADate,SEPA_D
SignData,column,SBODemoUS,N1,SignData,SgnData,S_dta
SignDate,column,SBODemoUS,N1,SignDate,SgnDt,Sg_dt
ShowDescr,column,SBODemoUS,N2,display_description,ShowDescr,Shw_dsc
ShipDate,column,SBODemoUS,N1,ShipDate,ShpDt,S_dt
SpcialDisc,column,SBODemoUS,N2,special_discount_percentage,SpcialDisc,Sp_dsc
SpecDate,column,SBODemoUS,N1,SpecDate,SpDate,sp_dt
StgDesc,column,SBODemoUS,N2,stage_description,StgDesc,st_dsc
StrDate,column,SBODemoUS,N2,start_date,StrDate,st_dt
StornoDate,column,SBODemoUS,N1,StornoDate,StrnDt,SN_dt
SumDec,column,SBODemoUS,N2,totals_accuracy,SumDec,SD
StageDep1,column,SBODemoUS,N2,stage_dependence_1,StageDep1,SD1
StageDep2,column,SBODemoUS,N2,stage_dependence_2,StageDep2,SD2
StageDep3,column,SBODemoUS,N2,stage_dependence_3,StageDep3,SD3
StageDep4,column,SBODemoUS,N2,stage_dependence,StageDep4,SD4
SysDebit,column,SBODemoUS,N2,system_debit,SysDebit,SDbt
StDlvDate,column,SBODemoUS,N2,start_delivery_date,StDlvDate,SDD
SrcDocEnt,column,SBODemoUS,N2,source_document_internal_id,SrcDocEnt,SDE
SalDpmInt,column,SBODemoUS,N2,ar_dp_interim,SalDpmInt,SDI
ShowDocNo,column,SBODemoUS,N2,display_document_no,ShowDocNo,SDN
Shading,column,SBODemoUS,N1,Shading,Shdng,Sdng
SrcDocType,column,SBODemoUS,N2,source_document_type,SrcDocType,S_doc_tp
StDlvTime,column,SBODemoUS,N2,start_delivery_time,StDlvTime,Strt_DT
SubDocType,column,SBODemoUS,N1,SubDocType,SubDocTyp,SDT
SatEnd,column,SBODemoUS,N2,saturday_end,SatEnd,Sat_E
SunEnd,column,SBODemoUS,N1,SunEnd,SnEnd,Sun_E
SubEntry,column,SBODemoUS,N1,SubEntry,SubEnt,SE
SeEndDat,column,SBODemoUS,N3,series_end_date,srs_end_dt,SeEndDat
StockEff,column,SBODemoUS,N2,stock_effect,StockEff,SEff
Segment,column,SBODemoUS,N1,Segment,Segmt,Seg
Selected,column,SBODemoUS,N1,Selected,Selctd,Sel
SEL1,table,SBODemoUS,N3,selection_lists_lists,slctn_lsts_lsts,SEL1
sEmployed,column,SBODemoUS,N1,sEmployed,sEmplyd,sEmp
SatEnabled,column,SBODemoUS,N2,saturday_enabled,SatEnabled,Sat_Enb
StgEntry,column,SBODemoUS,N2,stage_entry,StgEntry,SEn
Sequence,column,SBODemoUS,N1,Sequence,Seq,Seq
SequenceNr,column,SBODemoUS,N2,assigned_sequence_no,SequenceNr,SeqNr
SYSEquSum,column,SBODemoUS,N2,system_equalization_tax_amount,SYSEquSum,SES
SalFormula,column,SBODemoUS,N1,SalFormula,SalForm,SAL_F
ScreenFont,column,SBODemoUS,N1,ScreenFont,ScrFont,S_fnt
StrFiller,column,SBODemoUS,N2,string_filler,StrFiller,Str_F
SalFactor1,column,SBODemoUS,N2,sales_factor_1,SalFactor1,SAL_F1
SortField1,column,SBODemoUS,N1,SortField1,SrtFld1,Sr_F1
SalFactor2,column,SBODemoUS,N2,sales_factor_2,SalFactor2,SAL_F2
SortField2,column,SBODemoUS,N1,SortField2,SrtFld2,Sr_F2
SalFactor3,column,SBODemoUS,N2,sales_factor_3,SalFactor3,SAL_F3
SortField3,column,SBODemoUS,N1,SortField3,SrtFld3,Sr_F3
SalFactor4,column,SBODemoUS,N2,sales_factor_4,SalFactor4,SF4
SvcFeeAcct,column,SBODemoUS,N2,service_fee_account,SvcFeeAcct,SFA
SumFrstChk,column,SBODemoUS,N2,sum_of_first_check,SumFrstChk,SFC
ShipFromCo,column,SBODemoUS,N2,ship_from_code,ShipFromCo,SFCo
ShipFromDe,column,SBODemoUS,N2,ship_from_description,ShipFromDe,SFD
Suframa,column,SBODemoUS,N2,suframa,Suframa,Sfm
ScrFOffset,column,SBODemoUS,N2,change_font_size_preview_pr,ScrFOffset,SFOff
SlpFrom,column,SBODemoUS,N2,salesperson_from,SlpFrom,SFr
SefazCheck,column,SBODemoUS,N2,check_business_partner_status_sefaz,SefazCheck,SfzChk
ShowGrid,column,SBODemoUS,N1,ShowGrid,ShwGrid,S_Gr
SnapGrid,column,SBODemoUS,N1,SnapGrid,SnpGrid,Sn_Gr
ShpdGdsAct,column,SBODemoUS,N2,shipped_goods_account,ShpdGdsAct,SGA
SignAggr,column,SBODemoUS,N2,sign_for_aggregation,SignAggr,SgAgg
Sign,column,SBODemoUS,N1,Sign,Sgn,Sgn
SrcGrpNum,column,SBODemoUS,N2,source_group_number,SrcGrpNum,Src_GN
SignName,column,SBODemoUS,N1,SignName,SgnNm,SgNm
SignMsg,column,SBODemoUS,N2,signature_input_message,SignMsg,SgnMsg
SHeight1,column,SBODemoUS,N2,height_1_sales_unit,SHeight1,SH1
SHght1Unit,column,SBODemoUS,N2,height_1_unit,SHght1Unit,SH1U
SHeight2,column,SBODemoUS,N2,height_2_sales_unit,SHeight2,SH2
SHght2Unit,column,SBODemoUS,N2,height_2_unit,SHght2Unit,SH2U
Shadow,column,SBODemoUS,N1,Shadow,Shdw,Shd
ShipToOW,column,SBODemoUS,N3,ship_to_overwritten,shp_to_ovrwrtn,ShipToOW
ShowJDT,column,SBODemoUS,N3,display_journal_entries,dsply_jrnal_entries,ShowJDT
ShowSCN,column,SBODemoUS,N3,display_business_partner_catalog_number,dsply_bp_cat_num,ShowSCN
Shipper,column,SBODemoUS,N1,Shipper,Shpr,Shp
Shortages,column,SBODemoUS,N1,Shortages,Shrtgs,Shrtgs
selfInv,column,SBODemoUS,N2,auto_invoice,selfInv,S_inv
SendInter,column,SBODemoUS,N2,send_internally,SendInter,sn_int
SellItem,column,SBODemoUS,N1,SellItem,SlItm,Sl_it
StaIndex,column,SBODemoUS,N2,tax_authority_seq_index,StaIndex,St_ix
StepId,column,SBODemoUS,N1,StepId,StpId,Sp_id
StrIndex,column,SBODemoUS,N2,string_index,StrIndex,SI
SpcItmCode,column,SBODemoUS,N2,specific_item_code,SpcItmCode,SIC
SeqID,column,SBODemoUS,N2,sequence_id,SeqID,SqID
SenderID,column,SBODemoUS,N1,SenderID,Sndr_ID,SnID
SourceID,column,SBODemoUS,N1,SourceID,SrcID,Sc_ID
StageID,column,SBODemoUS,N1,StageID,StgID,Sg_ID
StationID,column,SBODemoUS,N1,StationID,StnID,Sn_ID
statusID,column,SBODemoUS,N1,statusID,StatID,sID
SwpInEmail,column,SBODemoUS,N2,convert_font_for_email,SwpInEmail,SIE
Signature,column,SBODemoUS,N1,Signature,Sgntr,Sig
Simulation,column,SBODemoUS,N1,Simulation,Simul,Sim
SInsurNum,column,SBODemoUS,N2,social_insurance_number,SInsurNum,SINum
SumInWords,column,SBODemoUS,N1,SumInWords,SumInWrds,SIW
StorKeeper,column,SBODemoUS,N2,storekeeper,StorKeeper,SK
SecLevel,column,SBODemoUS,N2,security_level,SecLevel,S_lvl
SortLevel,column,SBODemoUS,N1,SortLevel,SortLvl,St_lvl
SrcLine,column,SBODemoUS,N2,source_line_number,SrcLine,src_LN
SourceLine,column,SBODemoUS,N1,SourceLine,Src_Line,s_ln
StepLast,column,SBODemoUS,N2,current_stage_no,StepLast,st_Ls
StrLength,column,SBODemoUS,N2,string_length,StrLength,st_ln
SLength1,column,SBODemoUS,N2,length_1_sales_unit,SLength1,SL1
SL1Abs,column,SBODemoUS,N3,sublevel_1_internal_number,sublvl_1_int_num,SL1Abs
SL1Code,column,SBODemoUS,N3,sublevel_1_code,sublvl_1_cd,SL1Code
SLen1Unit,column,SBODemoUS,N2,length_1_unit_sales,SLen1Unit,SL1U
Slength2,column,SBODemoUS,N2,length_2_sales_unit,Slength2,Sl2
SL2Abs,column,SBODemoUS,N3,sublevel_2_internal_number,sublvl_2_int_num,SL2Abs
SL2Code,column,SBODemoUS,N3,sublevel_2_code,sublvl_2_cd,SL2Code
SLen2Unit,column,SBODemoUS,N2,length_2_unit_sales,SLen2Unit,SL2U
SL3Abs,column,SBODemoUS,N3,sublevel_3_internal_number,sublvl_3_int_num,SL3Abs
SL3Code,column,SBODemoUS,N3,sublevel_3_code,sublvl_3_cd,SL3Code
SL4Abs,column,SBODemoUS,N3,sublevel_4_internal_number,sublvl_4_int_num,SL4Abs
SL4Code,column,SBODemoUS,N3,sublevel_4_code,slvl_4_cd,SL4Code
SLCode,column,SBODemoUS,N3,SubLevel_code,sub_lvl_cd,SLCode
ShowLeads,column,SBODemoUS,N1,ShowLeads,ShwLds,SLds
SLEDGERF,column,SBODemoUS,N3,subledger_flag,subldg_flg,SLEDGERF
SLEnable,column,SBODemoUS,N2,enable_service_layer,SLEnable,SLEn
SLExpose,column,SBODemoUS,N3,service_layer_expose,svc_lyr_exp,SLExpose
SelfInvoic,column,SBODemoUS,N2,self_invoice,SelfInvoic,SlfInv
SlfInvExpn,column,SBODemoUS,N3,self_invoice_expense_account,slf_inv_exp_acct,SlfInvExpn
SlfInvIncm,column,SBODemoUS,N3,self_invoice_revenue_account,slf_inv_rev_acct,SlfInvIncm
SOILineNum,column,SBODemoUS,N2,soi_line_number,SOILineNum,SOI_LN
SrcLineNum,column,SBODemoUS,N2,source_row_number,SrcLineNum,SrcLN
SubLedgerN,column,SBODemoUS,N2,subledger_number,SubLedgerN,SubLGN
SubLineNum,column,SBODemoUS,N1,SubLineNum,SubLnNum,SubLnN
SlpTo,column,SBODemoUS,N3,salesperson_to,slsp_to,SlpTo
SentMeth,column,SBODemoUS,N2,method_of_sending,SentMeth,S_mth
ShowMiss,column,SBODemoUS,N2,display_missing_accounts,ShowMiss,SM
spMaxAmnt,column,SBODemoUS,N2,maximum_amount,spMaxAmnt,sMA
SumMthCurr,column,SBODemoUS,N2,amount_reconciliation_currency,SumMthCurr,SMC
spMaxFlag,column,SBODemoUS,N2,max_percentage_amount,spMaxFlag,sMF
SysMatchNo,column,SBODemoUS,N2,last_sys_reconciliation_no,SysMatchNo,SMN
spMaxPerc,column,SBODemoUS,N2,maximum_percentage,spMaxPerc,sMPerc
SysMatch,column,SBODemoUS,N2,system_reconciliation_no,SysMatch,SMtch
spMeth,column,SBODemoUS,N2,special_depreciation_calc_method,spMeth,SMth
SelMthd,column,SBODemoUS,N2,selection_method,SelMthd,SMthd
SAPNote,column,SBODemoUS,N2,sap_note_link,SAPNote,SAP_nt
SubName,column,SBODemoUS,N1,SubName,SbNm,SNm
SeqName,column,SBODemoUS,N2,sequence_name,SeqName,SqNm
SeqNo,column,SBODemoUS,N2,sequence_number,SeqNo,SqNo
SeqNum,column,SBODemoUS,N2,sequenceNumber,SeqNum,SqNum
SerialNum,column,SBODemoUS,N2,serial_number,SerialNum,SrNum
ShortName,column,SBODemoUS,N1,ShortName,ShrtNm,ShNm
SlpName,column,SBODemoUS,N2,sales_employee_name,SlpName,SENm
SubNum,column,SBODemoUS,N2,number_of_sub_period,SubNum,SbNm
SnBMDAbs,column,SBODemoUS,N3,snb_master_data_internal_number,snb_mstr_data_int_num,SnBMDAbs
SumNxtChk,column,SBODemoUS,N2,sum_of_next_check,SumNxtChk,SNC
SendAccept,column,SBODemoUS,N1,SendAccept,SndAccpt,SndAcc
SendEmail,column,SBODemoUS,N1,SendEmail,SndEmail,SndEm
SerialNoF,column,SBODemoUS,N2,serial_number_from,SerialNoF,SNF
SngUoMCode,column,SBODemoUS,N3,single_uom_code,sngl_uom_cd,SngUoMCode
SerialNoT,column,SBODemoUS,N2,serial_number_to,SerialNoT,SNt
StreetNoW,column,SBODemoUS,N2,work_street_number,StreetNoW,SNW
SaleOrders,column,SBODemoUS,N1,SaleOrders,SaleOrdrs,SlOrs
SalesOrder,column,SBODemoUS,N1,SalesOrder,SlsOrd,SlOr
SrcObjAbs,column,SBODemoUS,N2,source_object_internal_id,SrcObjAbs,SOA
SalesOAT,column,SBODemoUS,N2,blanket_sales_agreement,SalesOAT,SOAT
SumOfDpr,column,SBODemoUS,N2,sum_of_depreciation,SumOfDpr,SOD
StatusOfE,column,SBODemoUS,N2,educational_status,StatusOfE,SoE
SOI1,table,SBODemoUS,N3,statement_of_import_business_partners,stmt_of_imp_bus_partners,SOI1
SOI2,table,SBODemoUS,N3,statement_of_import_branches,stmt_of_imp_brchs,SOI2
SOI3,table,SBODemoUS,N3,statement_of_import_invoices_3,stmt_of_imp_invoices_3,SOI3
SOI4,table,SBODemoUS,N3,statement_of_import_invoices_4,stmt_of_imp_invoices_4,SOI4
SOI5,table,SBODemoUS,N3,statement_of_import_lines,stmt_of_imp_lines,SOI5
SOIExc,column,SBODemoUS,N3,soi_excisable,soi_excis,SOIExc
SOINum,column,SBODemoUS,N3,statement_number,stmt_num,SOINum
SOIWizId,column,SBODemoUS,N3,soi_wizard_id,soi_wiz_id,SOIWizId
SOLUTION,column,SBODemoUS,N1,SOLUTION,SOLN,SOL
solutionID,column,SBODemoUS,N1,solutionID,SolID,SolID
StatusOfP,column,SBODemoUS,N2,professional_status,StatusOfP,SOP
SwapOnScrn,column,SBODemoUS,N2,convert_font_in_print_preview,SwapOnScrn,SOS
SrcObjTyp,column,SBODemoUS,N2,source_object_type,SrcObjTyp,Src_OT
SrcObjType,column,SBODemoUS,N2,sourceObjectType,SrcObjType,SrcOT
salesPrson,column,SBODemoUS,N2,sales_person,salesPrson,SlPr
SalvPerc,column,SBODemoUS,N2,percentage_for_salvage_value,SalvPerc,SvPc
SelPriorit,column,SBODemoUS,N2,selection_priority,SelPriorit,SelPr
SelfPosted,column,SBODemoUS,N1,SelfPosted,SlfPstd,SfPst
StockPrice,column,SBODemoUS,N1,StockPrice,Stck_Prc,StPr
StraPara,column,SBODemoUS,N2,strategy_parameters,StraPara,StPrm
SubPeriod,column,SBODemoUS,N1,SubPeriod,SubPer,SbPr
SplitPayAc,column,SBODemoUS,N2,split_payment_account,SplitPayAc,SPA
spAdDpr,column,SBODemoUS,N3,normal_depreciation,norm_dep,spAdDpr
spAlDpr,column,SBODemoUS,N3,alternative_depreciation,alt_depr,spAlDpr
SinglePaym,column,SBODemoUS,N2,single_payment,SinglePaym,SPaym
Spec,column,SBODemoUS,N2,item_specification,Spec,Spc
SpcItmGrpC,column,SBODemoUS,N3,specific_item_group_code,spcfc_itm_grp_cd,SpcItmGrpC
sPercent,column,SBODemoUS,N2,straight_line_percentage,sPercent,SPct
SpcUGPCode,column,SBODemoUS,N3,specified_uom_group_code,spcf_uom_grp_cd,SpcUGPCode
SpcUoMCode,column,SBODemoUS,N3,specified_uom_code,spcf_uom_cd,SpcUoMCode
SpDpAcc1,column,SBODemoUS,N3,accumulated_special_depreciation_01,accum_spec_depr_01,SpDpAcc1
SpDpAcc2,column,SBODemoUS,N3,accumulated_special_depreciation_02,accum_spec_depr_02,SpDpAcc2
SpDpAcc3,column,SBODemoUS,N3,accumulated_special_depreciation_03,accum_spec_depr_03,SpDpAcc3
SpDpKey1,column,SBODemoUS,N3,special_depreciation_key_01,spcl_deprctn_ky_01,SpDpKey1
SpDpKey2,column,SBODemoUS,N3,special_depreciation_key_02,spcl_deprctn_ky_02,SpDpKey2
SpDpKey3,column,SBODemoUS,N3,special_depreciation_key_03,spcl_depr_ky_03,SpDpKey3
SpDpr1,column,SBODemoUS,N3,special_depreciation_01,spcl_deprctn_01,SpDpr1
SpDpr2,column,SBODemoUS,N3,special_depreciation_02,spcl_deprctn_02,SpDpr2
SpDpr3,column,SBODemoUS,N3,special_depreciation_03,spcl_depr_03,SpDpr3
SpDprAcc,column,SBODemoUS,N3,accumulated_special_depreciation,accum_spec_depr,SpDprAcc
SpDprAct,column,SBODemoUS,N3,special_depreciation_account,spcl_depr_acct,SpDprAct
SpDprAmt,column,SBODemoUS,N3,special_depreciation_amount,spcl_depr_amt,SpDprAmt
SpDprKey,column,SBODemoUS,N3,special_depreciation_key,spcl_deprctn_key,SpDprKey
SpDprKey1,column,SBODemoUS,N3,special_depreciation_key_1,spcl_deprctn_key_01,SpDprKey1
SpDprKey2,column,SBODemoUS,N3,special_depreciation_key_2,spcl_deprctn_key_02,SpDprKey2
SpDprKey3,column,SBODemoUS,N3,special_depreciation_key_3,spcl_deprctn_key_03,SpDprKey3
SpDprPlan,column,SBODemoUS,N3,special_depreciation_plan,spcl_depr_plan,SpDprPlan
SpDprPost,column,SBODemoUS,N3,special_depreciation_posted,spcl_deprctn_pstd,SpDprPost
SPEDProf,column,SBODemoUS,N3,sped_file_profile,spd_prof,SPEDProf
SPGCounter,column,SBODemoUS,N2,spg_counter,SPGCounter,SPGCtr
SumProfL,column,SBODemoUS,N2,gross_profit_total_local,SumProfL,SPL
Surpluses,column,SBODemoUS,N1,Surpluses,Spls,Spls
SpltPmtVAT,column,SBODemoUS,N3,split_payment_vat,spl_pmt_vat,SpltPmtVAT
SalPackMsr,column,SBODemoUS,N2,packaging_uom_sales,SalPackMsr,SPM
SAPPassprt,column,SBODemoUS,N2,extended_sap_passport,SAPPassprt,SPP
SPPCounter,column,SBODemoUS,N2,service_parts_planning_counter,SPPCounter,SPPCtr
SplitPmnt,column,SBODemoUS,N2,ap_split_payment,SplitPmnt,SpPmt
SpecPrice,column,SBODemoUS,N2,price_source_type,SpecPrice,SPrc
SumProfS,column,SBODemoUS,N2,gross_profit_total_system,SumProfS,SPS
SPSrcDLN,column,SBODemoUS,N3,service_post_source_delivery,svc_post_src_del,SPSrcDLN
SPSrcID,column,SBODemoUS,N3,service_posting_source_id,svc_post_src_id,SPSrcID
SpProdType,column,SBODemoUS,N2,special_product_type,SpProdType,SpPrTp
SPSrcType,column,SBODemoUS,N1,SPSrcType,SPSrcTyp,SPST
SubPRTyp,column,SBODemoUS,N2,type_of_pr_for_subacquisition,SubPRTyp,SPRT
Splited,column,SBODemoUS,N2,split_column,Splited,Sptd
Symptom,column,SBODemoUS,N1,Symptom,Symptm,Sptm
SalPackUn,column,SBODemoUS,N2,quantity_per_package_sales,SalPackUn,SPU
SinglePym,column,SBODemoUS,N2,singlePayment,SinglePym,SPym
SalesQuota,column,SBODemoUS,N1,SalesQuota,SalesQt,SQ
SQR1,table,SBODemoUS,N3,system_queries_table,sys_qry_tbl,SQR1
SellRes,column,SBODemoUS,N2,sales_resource,SellRes,S_rs
ShowResult,column,SBODemoUS,N1,ShowResult,ShwRslt,sh_rs
StornoRate,column,SBODemoUS,N1,StornoRate,StrnRate,st_rt
SysRate,column,SBODemoUS,N2,system_currency_rate,SysRate,sy_rt
StockRvAct,column,SBODemoUS,N2,stock_inventory_revaluation_account,StockRvAct,SIRA
StokRvlAct,column,SBODemoUS,N2,inventory_revaluation_account,StokRvlAct,SRA
SRA1,table,SBODemoUS,N3,scheduled_report_parameters,schdld_rpt_params,SRA1
SRA2,table,SBODemoUS,N3,scheduled_report_run_output,schdld_rpt_run_out,SRA2
SRA3,table,SBODemoUS,N3,scheduled_report_recipients,schdld_rpt_rcpts,SRA3
SngRunCap,column,SBODemoUS,N2,single_run_capacity,SngRunCap,Rng_Rn_Cp
Source,column,SBODemoUS,N1,Source,Src,Sr
SrcAbsEnt,column,SBODemoUS,N3,source_absolute_entry,src_abs_entry,SrcAbsEnt
SumRptDate,column,SBODemoUS,N2,summary_vat_report_date,SumRptDate,SRD
SumRptId,column,SBODemoUS,N2,summary_report_id,SumRptId,SRID
Serial,column,SBODemoUS,N1,Serial,Srl,Srl
SysRptName,column,SBODemoUS,N2,system_report_name,SysRptName,SRN
SurnameSP,column,SBODemoUS,N2,spouse_last_name,SurnameSP,SrnSP
Series,column,SBODemoUS,N1,Series,Srs,Srs
SeriesPOI,column,SBODemoUS,N2,incoming_payment_order_series,SeriesPOI,SrsPOI
SeriesPOO,column,SBODemoUS,N2,outgoing_payment_order_series,SeriesPOO,SrsPOO
