text,category,label
Course,N1,0
course_description,N1,0
Cover,N1,0
CoverClass,N1,0
CoverClass_Text,N1,0
CPCQty,N3,2
CPDAmt,N3,2
CPDFCAmt,N3,2
CPFGIP,N3,2
CpRfshIntv,N3,2
CpyBaseAtc,N3,2
CpyBomAtc,N3,2
CpyCount,N2,1
CpyCVRef,N3,2
CpyExhRate,N2,1
CpyRulToTx,N2,1
CrashImminentBraking,N1,0
CRASHYEAR,N1,0
CrdBClsRng,N3,2
CrdBlnc,N3,2
CrdBlncGrC,N3,2
CrdBTknAnd,N3,2
CrDesc,N3,2
CrdFromCod,N2,1
CrdGLAcct,N3,2
CrdGrpCust,N2,1
CrdGrpVndr,N3,2
CrditDebit,N2,1
CrdMemo,N2,1
CrdMthd,N2,1
CrdRef1,N2,1
CrdRefDate,N2,1
CrdRLTotal,N2,1
CrdRSTotal,N2,1
CrdtAmnt,N2,1
CrdtNBased,N2,1
CrdToCode,N2,1
CrdToknAnd,N2,1
CreatDraft,N1,0
created,N1,0
Created_Date,N1,0
CreateDate,N1,0
CreatedBy,N1,0
CreateTime,N1,0
CreateTran,N2,1
CreateUser,N1,0
Creation,N1,0
Creator,N1,0
CreatStatu,N2,1
CredAcct,N2,1
CredAcct1,N2,1
CredAmnt,N2,1
CredAmntCu,N2,1
CredBala,N2,1
CredCOrig,N2,1
CredCur,N2,1
CredDeb,N2,1
CredFG,N2,1
credit_score,N1,0
CreditAcct,N2,1
CreditAct,N2,1
CreditCard,N1,0
CreditDay1,N1,0
CreditDay2,N1,0
CreditDps,N2,1
CreditDpst,N2,1
CreditLimt,N2,1
CreditMemo,N2,1
CreditRank,N1,0
CreditRate,N1,0
CreditSum,N2,1
CreditType,N1,0
CreditZero,N1,0
CredLimit,N2,1
CredLTotal,N2,1
CredOrigin,N2,1
CredPmnts,N2,1
CredSumSy,N2,1
CRegNum,N2,1
Crime_rate,N1,0
CRITCAT,N3,2
CRITEVENT,N2,1
CronString,N2,1
CRS_CODE,N2,1
CrtDate,N2,1
CrtfcateNO,N2,1
CrtLineRFQ,N3,2
CrtTime,N2,1
CrTypeCode,N2,1
CrusMolPct,N3,2
CrusMolPctScLV,N3,2
CrUtiliz,N2,1
CrUtilizFC,N3,2
CSDInAPAct,N3,2
CsgstAcc,N3,2
CsgstAmt,N3,2
CsgstAmtFC,N3,2
CsgstAmtSC,N3,2
CsgstApplF,N3,2
CsgstApplS,N3,2
CsgstBAmt,N3,2
CsgstRate,N3,2
CshCanclD,N3,2
CshDctFA,N3,2
CshDscGros,N3,2
CshLstRvBl,N3,2
CstCodeIn,N2,1
cstExpAcc,N3,2
CSTfCOFINS,N3,2
CSTfIPI,N3,2
CstGrpCode,N2,1
CstmActing,N2,1
CstmerCode,N2,1
CstmExpAcc,N3,2
CstmrName,N2,1
CstmVatStk,N3,2
CstNo,N3,2
CstOffsAct,N2,1
CstSecRc,N3,2
CsUrl,N2,1
CtActTax,N2,1
CtActTaxFC,N3,2
CtActTaxSC,N3,2
CTGCode,N2,1
CtgrAxis1,N2,1
CtgrAxis2,N2,1
Ctr,N3,2
CTREAT,N2,1
CtrlAcct,N2,1
CtrSealQty,N2,1
CtryDlvryP,N2,1
CtryOrig,N2,1
Cultivation,N1,0
CultivationCode,N1,0
CultivationText,N1,0
CumAmntFC,N3,2
CumAmntLC,N3,2
CumQty,N2,1
CumVtAmtFC,N3,2
CUnpaidBoE,N2,1
CupFrom,N2,1
CupTo,N2,1
CURBSRC,N2,1
CURBWT,N2,1
CurCode,N2,1
CurCredit,N2,1
CurDebit,N2,1
CurMonAmnt,N2,1
CurOnRight,N2,1
CurPan,N2,1
CurrBoeSt,N2,1
CurrCode,N2,1
CurrCost,N2,1
Currency_Code,N1,0
Currency2,N1,0
Current_Lab_ID,N1,0
CurrName,N2,1
CurrRestr,N2,1
CurrStep,N2,1
CurrTotal,N2,1
CurSize,N2,1
CurSource,N2,1
CurYrAmnt,N2,1
CUSplit,N2,1
CusRptName,N2,1
cust_ID,N2,1
cust_name,N2,1
CustClrDat,N2,1
CustDbUpd,N2,1
custid,N2,1
custmrName,N2,1
CustNum,N2,1
CustOffc,N2,1
customer,N1,0
customer_code,N1,0
customer_email,N1,0
Customer_Email_Address,N1,0
Customer_ID,N1,0
customer_last_name,N1,0
customer_middle_initial,N1,0
Customer_Name,N1,0
customer_password,N1,0
customer_status_code,N1,0
customer_type_code,N1,0
CustomFC,N2,1
CustomMotorcycleTypeId,N1,0
CustomName,N1,0
CustomPer,N2,1
CustomSum,N2,1
CustProc,N2,1
CustRate,N2,1
CustSum,N2,1
CustSumFC,N2,1
CutByObj,N2,1
CycleBy,N1,0
CycleCode,N1,0
CycleType,N1,0
Cylinders,N1,0
dAltDprTyp,N3,2
DAMAGE,N1,0
Damage_millions_USD,N1,0
DAMAGELF,N2,1
DAMAGELR,N2,1
DAMAGERF,N2,1
DAMAGERR,N2,1
DAMAGETG,N2,1
DAMAPILLAR,N3,2
DAMBPILLAR,N3,2
DAMCPILLAR,N3,2
DAMOTHPILLAR,N3,2
DAMSEV,N3,2
DANFELgTxt,N3,2
DARDBGUID,N3,2
DashbdCode,N2,1
DashbdPath,N2,1
Data_ID,N1,0
Database_title,N1,0
DataParams,N1,0
DataSetCredit,N1,0
datasetId,N1,0
DatasetInfo1,N1,0
DatasetSubtype1,N1,0
DataSource,N1,0
DataType,N1,0
Date,N1,0
date_account_opened,N1,0
Date_and_Date,N1,0
date_assigned_from,N1,0
date_assigned_to,N1,0
date_became_customer,N1,0
Date_Change,N1,0
Date_Claim_Settled,N1,0
Date_Closed,N1,0
date_complaint_closed,N1,0
date_complaint_raised,N1,0
date_completion_started,N1,0
date_contact_from,N1,0
date_contact_to,N1,0
date_departed,N1,0
DATE_EDIT,N1,0
Date_Effective_From,N1,0
Date_Effective_To,N1,0
date_first_registered,N1,0
date_first_rental,N1,0
date_formed,N1,0
date_from,N1,0
Date_in_Locaton_To,N1,0
date_last_hire,N1,0
date_left,N1,0
date_left_staff,N1,0
date_moved_in,N1,0
date_of_attendance,N1,0
date_of_birth,N1,0
date_of_latest_logon,N1,0
date_of_notes,N1,0
date_of_publication,N1,0
date_of_registration,N1,0
date_of_treatment,N1,0
Date_Opened,N1,0
date_problem_closed,N1,0
date_product_first_available,N1,0
date_requested,N1,0
Date_Stored,N1,0
date_supplied_from,N1,0
date_test_taken,N1,0
date_valid_to,N1,0
DateCalInt,N2,1
DateCreate,N1,0
DateFormat,N1,0
DateNum,N1,0
DateOfBrth,N2,1
DateOfInc,N2,1
DateOfSign,N1,0
DatePeriod,N1,0
DateRBtn,N2,1
DateReport,N1,0
Dates_active,N1,0
DateSource,N1,0
DateTill,N1,0
DateTime,N1,0
datetime_detention_end,N1,0
datetime_payment,N1,0
DateType,N1,0
DateType2,N1,0
DateUntil,N1,0
DateUpdate,N1,0
DatevAutoA,N2,1
DatSubKey,N2,1
DatSubKey2,N2,1
DatSubType,N2,1
Datum,N1,0
Day,N1,0
Day_From3,N1,0
Day_From4,N1,0
Day_Number,N1,0
day_of_week,N1,0
Day_or_Boarding,N1,0
Day_To3,N1,0
DayInMonth,N1,0
DAYOFWEEK,N1,0
Days,N1,0
DaysInAdva,N2,1
DaysOrdCnc,N2,1
DaytimeRunningLightId,N1,0
Db_Desc,N2,1
dBase,N2,1
DBH,N3,2
DBObjVerDe,N3,2
DBObjVerUp,N2,1
DBPassword,N2,1
DBReduc,N2,1
DBReducPer,N2,1
DbtCrdt,N3,2
DBTrusted,N2,1
DBType,N2,1
DbVers,N3,2
DClass4,N3,2
DcntSum,N3,2
DcntSumFC,N3,2
DcntSumSy,N3,2
Dcount,N2,1
DctSum,N2,1
DctSumFc,N3,2
DctSumSc,N3,2
DdctExpire,N2,1
DdctFileNo,N2,1
DdctOffice,N2,1
DdctPaidSC,N3,2
DdctPercnt,N2,1
DdctPrcnt,N3,2
DdctSumFC,N3,2
DdctSumSy,N3,2
DdctTaxFrg,N3,2
DdctTaxSys,N2,1
DdgName,N2,1
DeacAftUL,N3,2
DeactivFA,N2,1
DEATH,N1,0
death_city,N1,0
death_day,N1,0
death_state,N1,0
DebAmnt1,N2,1
DebAmntCur,N2,1
DebAmount,N2,1
Debate_ID,N1,0
DebCredAmt,N2,1
Debit,N1,0
DebitAct,N2,1
DebitCredi,N2,1
DebLTotal,N2,1
DebPayAcct,N2,1
DebRLTotal,N2,1
DebtLine,N1,0
DecAcc,N2,1
DecenInd,N2,1
Decimals,N1,0
DeciPlace,N2,1
DeclCntry,N2,1
DeclDescr,N2,1
DeclPeriod,N2,1
Declration,N2,1
DeclRowNo,N2,1
DeclSerNo,N2,1
DeclType,N2,1
decor,N1,0
DecrAcct,N2,1
DecSep,N2,1
DecVal,N2,1
DedctSumFC,N2,1
DedctSumSC,N2,1
Deduct,N1,0
DeductPer,N2,1
DeductTax,N1,0
DedVatSum,N2,1
DedVatSumF,N2,1
DedVatSumS,N2,1
DefAcct,N2,1
Default,N1,0
DefaultCur,N2,1
DefaultORL,N2,1
DefBreak,N2,1
DefCommDay,N2,1
DefCommDDt,N2,1
DefCommMon,N2,1
defenceAggression,N1,0
defenceAggressionClass,N1,0
defenceDefenderLineClass,N1,0
defencePressure,N1,0
defencePressureClass,N1,0
defenceTeamWidthClass,N1,0
DeferedTax,N2,1
DeferrAcc,N2,1
DeferrAcct,N2,1
DeferrTax,N2,1
DeferTaxIn,N2,1
DefFilter,N2,1
definition,N1,0
DefLengthU,N2,1
DefTaxOnly,N2,1
DefWeightU,N2,1
degree_summary_description,N1,0
DelContent,N2,1
Delegate,N1,0
DeList,N1,0
DeList,N1,0
DELISTED_REASON,N1,0
Deliverd,N1,0
delivery_date,N1,0
delivery_status_code,N1,0
DelNonReco,N2,1
Delta,N1,0
DeltaCoeff,N2,1
DeltaDays,N1,0
DeltaGP,N2,1
DeltaGPLn,N3,2
Denomination,N1,0
Density,N1,0
Density_ID,N1,0
Department,N1,0
department_name,N1,0
DepartmentID,N1,0
departure_date,N1,0
DeployDate,N1,0
DeployTime,N1,0
DepNo,N2,1
DepNum,N2,1
DepNum2,N2,1
DeposAcct,N2,1
DeposBrnch,N2,1
DeposDate,N2,1
DeposId,N2,1
Deposited,N1,0
DepositTyp,N2,1
DeposNum,N2,1
DeprEndLFY,N3,2
DeprGroup,N2,1
DeprMethod,N2,1
dept,N2,1
DEPT_ADDRESS,N2,1
DEPT_NAME,N2,1
dept_store_chain_id,N2,1
dept_store_id,N2,1
derived_product_cost,N1,0
derived_vat_payable,N2,1
Desc,N3,2
DescCompAj,N2,1
DescOW,N3,2
Descrip,N2,1
descriptio,N2,1
Description,N1,0
Descriptn,N2,1
Designation_Level,N1,0
Designation_Name,N1,0
DesiredSummaryName,N1,0
dest,N2,1
DestAbs,N2,1
DestArr,N2,1
DestDBName,N2,1
DestDBPath,N2,1
DestID,N2,1
destination,N1,0
DestinationMarket,N1,0
DestinationMarketId,N1,0
DestItemTypeID,N2,1
DestLine,N2,1
DestPath,N2,1
DestRegCry,N2,1
Destroyed_by_Employee_ID,N1,0
Destruction_Authorised_by_Employee_ID,N1,0
DestType,N2,1
DetailsOW,N2,1
DetailType,N1,0
detention_id,N1,0
detention_summary,N1,0
detention_type_code,N1,0
detention_type_description,N1,0
DevBAOwner,N2,1
Device,N1,0
DeviceType,N1,0
dFactor,N2,1
DfBrnchPh,N3,2
DflAccount,N2,1
DflAgrmnt,N3,2
DflBCACode,N2,1
DflBnkAcct,N3,2
DflBnkAcKy,N3,2
DflBnkKey,N2,1
DflBranch,N2,1
DflCrCard,N3,2
DflCustomr,N3,2
DflFTPSite,N3,2
DflIBAN,N3,2
DflInPrcss,N3,2
DflJET,N3,2
DflPosCR,N3,2
DflSeries,N2,1
DflSwift,N3,2
Dflt,N3,2
DfltActKey,N2,1
DflTaxCode,N2,1
DfltBPL,N3,2
DfltBranch,N2,1
DfltCustPL,N3,2
DfltDunTrm,N3,2
DfltExpn,N3,2
DfltLoss,N2,1
DfltProfit,N2,1
DfltRateDi,N2,1
DfltsGroup,N2,1
DfltSlp,N3,2
DfltTax,N2,1
DfltVat,N3,2
DfltVendPL,N3,2
DfltVendPM,N3,2
DfltWhs,N3,2
DflVendor,N2,1
DflWebSite,N2,1
DflWhs,N3,2
DfPVatExmp,N3,2
DfPVatServ,N3,2
DfSVatExG,N3,2
DfSVatExL,N3,2
DfSVatExmp,N3,2
DfSVatItem,N3,2
DfSVatServ,N3,2
DftApCode,N3,2
DftArCode,N3,2
DftBinAbs,N3,2
DftBinEnfd,N3,2
DfTcnician,N2,1
DftJPELine,N3,2
DftName,N2,1
DftPLChk,N3,2
DftRCN,N3,2
DftStockOB,N2,1
did,N3,2
DiExpoCont,N2,1
Difference,N1,0
DifType,N2,1
DigCrtPath,N2,1
Dim1Relvnt,N2,1
Dim2Relvnt,N2,1
Dim4Relvnt,N2,1
Dim5Relvnt,N2,1
DimCode,N2,1
dimensions,N1,0
DimName,N2,1
DIOTNat,N3,2
DIOTRptTyp,N3,2
diploma,N1,0
Direct,N1,0
directCsmr,N2,1
DIRECTD,N3,2
DirectDbt,N2,1
Directed_by,N1,0
DirectImp,N2,1
Direction,N1,0
Directions,N1,0
DIRECTL,N3,2
DIRECTLOCATION,N1,0
DirectRate,N1,0
DirfDeclar,N2,1
Disabled,N1,0
DisabledBP,N2,1
DiscAmnt,N2,1
DiscAmount,N2,1
DiscCode,N2,1
DiscDate,N2,1
Discipline,N1,0
Discounts,N1,0
DiscRate,N2,1
DiscType,N2,1
Dismissed,N1,0
DispComma,N2,1
DispCtInBP,N3,2
DispCurr,N2,1
DispDesc,N2,1
DisplacementL,N2,1
DisplInact,N2,1
DisplyMenu,N2,1
DispMidNam,N2,1
DispName,N2,1
DispOBCB,N3,2
DispOrder,N2,1
DisQikView,N2,1
DistAmnt,N2,1
Distance,N1,0
DistLstCod,N2,1
DISTRACT,N1,0
DISTRACTN,N2,1
DistrbMthd,N2,1
DistribExp,N2,1
DistribIS,N2,1
DistribM,N2,1
distributer_id,N1,0
District,N1,0
District_ID,N1,0
District_name,N1,0
divergence_from_human_lineage,N1,0
Division,N1,0
DllDesp,N2,1
DllEntry,N2,1
DllName,N2,1
DllPath,N2,1
DlnLimit,N2,1
Dlocation,N2,1
DlvrNotes,N2,1
dlvryDate,N2,1
DlvryIdNo,N2,1
DmcId,N3,2
DME,N3,2
DmpTransID,N2,1
DName,N2,1
DNFCode,N2,1
DNFEntry,N2,1
DNFUoM,N3,2
DnMinHydroSeq,N2,1
DNO,N3,2
DNotesBal,N3,2
Dnum,N3,2
Doc1LineNo,N2,1
Doc1Type,N2,1
Doc2Type,N2,1
Doc5Type,N2,1
DocAbs,N2,1
DocAmLm,N2,1
DocAmntFC,N3,2
DocBtch,N2,1
DocBtchLn,N3,2
DocChkbox,N2,1
DocClsDate,N2,1
DocCode,N2,1
DocCount,N2,1
DocDespt,N2,1
DocDiscSum,N2,1
DocDlvry,N2,1
DocDraft,N2,1
DocEntry,N2,1
DocExpense,N2,1
DocFrDate,N2,1
DocFunc,N2,1
dock_count,N1,0
Docking,N1,0
docks_available,N1,0
DocLine,N2,1
DocLineNum,N2,1
DocLocCurr,N2,1
DocManClsd,N2,1
DocName,N2,1
DocNumber,N2,1
DocNumType,N2,1
DocOrdNum,N2,1
DocPrcCurr,N2,1
DocPrcRate,N2,1
DocPrice,N2,1
DocQtLm,N3,2
DocQty,N2,1
DocRound,N2,1
DocsData,N2,1
DocSeries,N2,1
DocSubType,N2,1
DocTax,N2,1
DocTaxAmnt,N2,1
DocTaxID,N2,1
DocText,N2,1
DocTime,N2,1
DocTotal,N2,1
DocTotalFC,N2,1
DocTotalSy,N2,1
DocTransId,N2,1
DocTypDesc,N2,1
DocType,N2,1
DocTypeIn,N2,1
document_code,N1,0
Document_Date,N1,0
Document_Details,N1,0
document_status_description,N1,0
document_structure_description,N1,0
Document_Type_Code,N1,0
Document_Type_Name,N1,0
Documentation,N1,0
DocVer,N2,1
DOffDecAcc,N3,2
DOffDecVal,N3,2
DoJoin,N1,0
Domestic_Passengers,N1,0
donator_name,N1,0
DoorsCount,N1,0
DOORSILLDIFF,N2,1
DoReport,N1,0
Dose,N1,0
Doubles_WL,N2,1
DoumntDode,N3,2
DoxTxAmtFC,N3,2
DoYearSum,N1,0
dp,N3,2
DpApplDctF,N3,2
DpApplEq,N3,2
DpApplEqFc,N3,2
DpApplEqSc,N3,2
DpApplGrsF,N3,2
DpApplNetF,N3,2
DpApplNetS,N3,2
DpApplRvs,N3,2
DpApplRvsF,N3,2
DpApplVat,N3,2
DpApplVatS,N3,2
DPhone,N2,1
DPIRequest,N2,1
DpmAffTot,N3,2
DpmAmntSC,N3,2
DpmApplFc,N3,2
DpmApplSc,N3,2
DpmAppVatS,N3,2
DpmAsDscnt,N3,2
DpmDocNum,N2,1
DpmIntAct,N3,2
DpmPurAct,N3,2
DpmSalAct,N3,2
DpmStatus,N2,1
DpmTaxOAcc,N3,2
DpmVatFc,N3,2
DpmWTAplSC,N3,2
DPOInvoice,N3,2
DPORequest,N2,1
DpostorNam,N2,1
DPPStatus,N2,1
DprArea,N2,1
DprAreaID,N2,1
DprDate,N2,1
DprEnd,N2,1
DprId,N3,2
DprPer,N3,2
DprSt,N3,2
DprStart,N2,1
DprTo,N2,1
DprTypeC,N3,2
DpsBank,N2,1
DpsBnkActF,N3,2
DpsChk,N3,2
DpsCntrCod,N2,1
DpstAbs,N3,2
DpstBranch,N2,1
DpstTo,N2,1
DptDateGIP,N3,2
DptTime,N2,1
Draft_Class,N1,0
Draft_Pick_Number,N1,0
DraftEntry,N1,0
DrawnSC,N2,1
DrawnSum,N2,1
DrawnSumFc,N2,1
DrawnSumSc,N2,1
DrawSReg,N2,1
DRBlock1,N3,2
DRBlock2,N3,2
DRBlock3,N3,2
DRBlock4,N3,2
DRBlock5,N3,2
drctCsmNam,N3,2
DrfWObjAbs,N3,2
DRGINV,N3,2
DriDownBOM,N2,1
driver_employee_id,N1,0
driverRef,N2,1
driverStandingsId,N1,0
DriveType,N1,0
DriveTypeId,N1,0
DrNo,N2,1
DropShip,N1,0
DRPRESENT,N2,1
DRUGTEST,N1,0
DrvdArea,N2,1
DRVWHEELS,N2,1
DsbrdEntry,N2,1
DSC_GUID,N3,2
DscntAcct,N2,1
DscntRel,N2,1
DscountBOE,N3,2
DscountCod,N2,1
DspBokpWin,N3,2
DspBUoM,N3,2
DspFrznBP,N3,2
DspFrznITM,N3,2
DspIITMDoc,N3,2
DsplID,N2,1
DsplyRates,N2,1
DspOpnItms,N3,2
dst_ap,N3,2
DstPercent,N2,1
DstrbSumSC,N3,2
DstRegCry,N2,1
DtblCurr,N2,1
DtblRate,N2,1
DtSorting,N2,1
DtVcto,N3,2
DueBal,N2,1
DueBalSys,N2,1
DueCheck,N1,0
DueDate,N1,0
DueMonth,N1,0
DueTerms,N1,0
DueTime,N1,0
DummySig,N2,1
DunAddr,N2,1
DunFee,N2,1
DunIntrst,N2,1
DunLevel,N2,1
DunnDate,N2,1
DunnLevel,N2,1
DupRpttAre,N3,2
DuraDays,N2,1
DuraHours,N2,1
Duration,N1,0
DurType,N2,1
DutyStatus,N1,0
DVANGTHIS,N3,2
DVBARRIER,N3,2
DVBASIS,N2,1
DVBES,N3,2
DVLAT,N3,2
DVMOMENT,N2,1
DVRANK,N3,2
DVTOTAL,N2,1
DynamicBrakeSupportId,N1,0
e,N3,2
E_Mail,N2,1
E_MailL,N3,2
E_P_0,N3,2
E_P_5,N3,2
EAEU,N3,2
Earnings,N1,0
EBCateDesc,N2,1
EBTax,N3,2
EBVatCateg,N3,2
EBVatExCau,N3,2
EBWTaxCate,N2,1
ECCNo,N3,2
ECCNo,N3,2
ECDFormat,N2,1
ECDPosTyp,N3,2
ECExepnses,N3,2
ECExpAcc,N3,2
ECheck,N2,1
ECInAcct,N3,2
ECIncome,N2,1
eCode,N1,0
EComerGSTN,N3,2
ECommerBP,N3,2
Ectoparasites,N1,0
EDFormat,N2,1
EDG_SPECIES_FLAG,N2,1
EDGEDISTX,N2,1
EDGEDISTZ,N2,1
eDistrict,N1,0
EditbleCtl,N2,1
EditInForm,N1,0
EditInGrid,N1,0
EditSize,N1,0
EDocDflt,N3,2
EDocErrCod,N2,1
EDocExpFrm,N2,1
EDocGenTyp,N2,1
EDocPass,N2,1
EDocPmnFmt,N3,2
EDocPrefix,N2,1
EDocRptFmt,N2,1
EDocSEMail,N2,1
EDocSName,N2,1
EDocType,N2,1
EDocUDQCat,N3,2
EDProcess,N2,1
EDRMETHOD,N2,1
EDROBTAINED,N2,1
EdrsToBP,N3,2
EDTestMode,N2,1
edType,N2,1
EDunLevel,N2,1
EfctDate,N2,1
EfctFrom,N3,2
EfctivRate,N2,1
EfctTo,N3,2
EffcAllSrc,N3,2
EffctAftr,N2,1
EffecDate,N2,1
EffecFrom,N2,1
EffecPrice,N2,1
EffectDate,N2,1
EffectHr,N2,1
Effective_Date,N1,0
EffectTm,N2,1
EffPriDisc,N2,1
EFRetry,N2,1
eFRTActLvs,N3,2
EGroup,N2,1
EID,N3,2
EJECTAREA,N2,1
EJECTMED,N2,1
EJECTMEDSTAT,N2,1
EJECTTYPE,N2,1
ElCoMsg,N2,1
ElCoStatus,N2,1
ElDigiCert,N2,1
electoral_register_id,N1,0
ElectrDocs,N2,1
ElectronicStabilityControl,N1,0
ElectronicStabilityControlId,N1,0
ElecUID,N2,1
ElementType,N1,0
Elevation,N1,0
ElGoodsFmt,N2,1
Elimination_Move,N1,0
ElInvFmt,N2,1
ElSersReg,N3,2
Email_Address,N1,0
EMailAddr,N2,1
EmailAddress,N1,0
EmailFont,N1,0
EmailOnAdd,N1,0
EmailSbj,N2,1
EmailSig,N2,1
EmFOffset,N2,1
EmlGrpCode,N2,1
EMP_DOB,N2,1
EMP_FNAME,N2,1
EMP_INITIAL,N2,1
EMP_JOBCODE,N2,1
EMP_LNAME,N2,1
EMP_NUM,N2,1
empCostCur,N2,1
empCostUnt,N2,1
empID,N2,1
emplCost,N2,1
EMPLOYEE,N1,0
employee_address_id,N1,0
employee_id,N1,0
employee_phone,N1,0
EmployeeId,N1,0
employer,N1,0
employer_organisation_id,N1,0
EmpName,N2,1
EmpNo,N2,1
EmprSSCntr,N3,2
EmptCtDes,N3,2
EmpType,N2,1
EmptyPKL,N2,1
EMSAGENCY,N2,1
EMSCARE,N2,1
EMSDATA,N2,1
EMSGCS,N3,2
EMSGCSEYE,N3,2
EMSGCSMOD,N3,2
EMSGCSTIME,N3,2
EMSNO,N2,1
EMSSYSTOLIC,N2,1
EMSVITALTIME,N2,1
EmTaxCCode,N2,1
EnableAsyN,N2,1
EnableBOE,N2,1
Enabled,N1,0
EnableEWB,N2,1
EnableFlag,N1,0
EnableGDPR,N2,1
EnableIST,N2,1
EnablePTn,N2,1
EnableRO,N2,1
EnableRun,N1,0
EnableSMS,N2,1
EnableTn,N2,1
EnableUpd,N2,1
EnAcctNum,N2,1
EnAddID,N2,1
EnAPWTLnMX,N3,2
EnARWTLnMX,N3,2
EnAstSeri,N3,2
EnAutoRsz,N3,2
EnbAdvATP,N3,2
EnbApprDI,N3,2
EnbApUpDft,N3,2
EnbApUpDoc,N3,2
EnbInItINC,N3,2
EnblACTRep,N3,2
EnblAssVal,N3,2
EnblBaseUn,N3,2
EnblBPConn,N3,2
EnblCARepo,N2,1
EnblCase,N2,1
EnblClsPr,N3,2
EnblDctSrc,N3,2
EnblDfrTax,N3,2
EnblDocSbT,N3,2
EnblDocWrn,N3,2
EnblDownP,N2,1
EnblDpmJdt,N3,2
EnblECAct,N3,2
EnblECRpt,N3,2
EnblExpns,N3,2
EnblExREnh,N3,2
EnblFolio,N2,1
EnblFrnAct,N3,2
EnblGLManP,N3,2
EnblIndic,N3,2
EnblIndxOp,N2,1
EnblInfla,N3,2
EnblIRTRep,N3,2
EnblLC,N3,2
EnblLostCD,N3,2
EnblMatRev,N3,2
EnblMBPRec,N3,2
EnblMxComm,N3,2
EnblNDdctC,N3,2
EnblOnPDCh,N3,2
EnblOnWnCr,N3,2
EnblOptVIP,N3,2
EnblPayMtd,N3,2
EnblPCHUpd,N3,2
EnblPrVatS,N3,2
EnblRCN,N3,2
EnblRealRD,N3,2
EnblRound,N2,1
EnblRsvINV,N3,2
EnblRtrRep,N3,2
EnblRTWHT,N3,2
EnblSPEDUF,N3,2
EnblTaxEL,N3,2
EnblTaxInv,N3,2
EnblTrnRep,N3,2
EnblTtlEgD,N3,2
EnblUpdUDF,N3,2
EnblVatGrp,N3,2
EnblVPMRep,N3,2
EnblVTGNoD,N3,2
EnblVTGPmn,N3,2
EnbMBFilt,N3,2
EnbNegDoc,N2,1
EnbNegPym,N3,2
EnBnkIBan,N2,1
EnBnkStmnt,N2,1
EnBPBnkAct,N3,2
EnBPIBAN,N3,2
EnbRepomo,N3,2
EnbSgmnAct,N3,2
EnbSupplC,N3,2
EnbZeroDec,N2,1
EncryptIV,N2,1
end_hr,N2,1
end_min,N2,1
end_station_id,N1,0
EndAt,N1,0
EndBlncF,N2,1
EndBlncL,N2,1
EndDate,N1,0
EndDlvTime,N2,1
EnDflIBAN,N3,2
EndOpDate,N2,1
endowment_id,N1,0
EndStr,N2,1
EndTotal,N1,0
EnERD4In,N3,2
EnExtTax,N3,2
EnfBinFltr,N3,2
EnFollowup,N2,1
EngineBrakeHP_from,N2,1
EngineConfiguration,N1,0
EngineConfigurationId,N1,0
EngineCoolingType,N1,0
EngineCoolingTypeId,N1,0
EngineCylindersCount,N1,0
engineer_id,N1,0
engineer_visit_id,N1,0
EngineTurbo,N1,0
EngineValveTrainDesignId,N1,0
EngKBCard,N2,1
EngKBItem,N2,1
EnGovID,N2,1
EnInsurNum,N2,1
EnMlBrkInv,N3,2
EnOposAct,N3,2
EnPayToAct,N2,1
EnPBnkAcct,N3,2
EnPriceMod,N2,1
enr,N3,2
EnRligionP,N2,1
ENROLL_GRADE,N2,1
EnSetCost,N2,1
EnSign,N2,1
ENTERED,N2,1
Entered_by,N1,0
Entered_date,N1,0
EnteredBy,N1,0
EntertainmentSystem,N1,0
EntertainmentSystemId,N1,0
EnterTime,N1,0
Entire_Extent_of_ORW,N2,1
ENTRAP,N2,1
Entrepreneur_ID,N1,0
EntryCncSt,N2,1
EntryCount,N1,0
EntryTypes,N2,1
Enum_Code,N2,1
Enum_Description,N2,1
EnUpdBAPln,N3,2
EnUpdBpAdr,N3,2
EnvTypeNFe,N2,1
EOPBalance,N2,1
EORINumber,N2,1
EPA_ADDED,N2,1
EPA_DELISTED_COMMENTS,N2,1
EPA_DELISTED_DATE,N2,1
EPaLTmpl,N3,2
Episode,N1,0
EPTnoHBPct,N3,2
EPTPct,N3,2
EPTTax,N3,2
EqPaidFC,N2,1
EqPercent,N2,1
EqSum,N2,1
EqSumFC,N2,1
EqSumSC,N2,1
EqTaxAcct,N2,1
Equ,N3,2
EquAccount,N2,1
EQUIP,N2,1
EquipNo,N2,1
EquVatRate,N2,1
er,N3,2
EraName,N1,0
ErdIncMode,N2,1
ErdOutMode,N2,1
ErnId,N2,1
ERpPerType,N2,1
ErrAct,N2,1
ErrDisc,N2,1
ErrLevel,N2,1
ERROR_CODE,N1,0
ErrorCode,N1,0
ErrorCount,N1,0
ErrorID,N1,0
ErrorLine,N1,0
ErrorMsg,N2,1
Errors,N1,0
ErrorStr,N2,1
ErrorType,N1,0
ErrReason,N2,1
ErrScreen,N2,1
ESEnabled,N2,1
Est_H_Error,N3,2
Estimation_ID,N1,0
ETRMgrPhn,N3,2
ETRTaxOffi,N3,2
ETRTaxPers,N3,2
EULADoc,N3,2
EULAType,N2,1
EURecvAct,N2,1
EURepSqntl,N3,2
EURevenuAc,N2,1
EvalGrp,N2,1
